"Type","TG3ID","TherapeuticGrp3","District","YearDisp","NumDisps","NumPpl","NHIComp"
"Dispensings","70702","ACE Inhibitors with Diuretics","Auckland",2022,"10506","2709",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Hawke's Bay",2022,"7010","1669",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Lakes",2022,"4511","1138",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Bay of Plenty",2022,"9148","2301",100
"Dispensings","70702","ACE Inhibitors with Diuretics","MidCentral",2022,"8124","2058",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Tairawhiti",2022,"2357","607",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Northland",2022,"5033","1428",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Hutt Valley",2022,"4512","991",100
"Dispensings","70702","ACE Inhibitors with Diuretics","West Coast",2022,"1516","406",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Whanganui",2022,"2948","746",100
"Dispensings","70702","ACE Inhibitors with Diuretics","New Zealand",2022,"153871","38004",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Canterbury",2023,"12","8",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Whanganui",2023,"23","<6",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Hutt Valley",2023,"6","<6",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Counties Manukau",2023,"9","7",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Waikato",2023,"25","<6",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Southern",2023,"<6","<6",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Hawke's Bay",2023,"6","<6",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Taranaki",2023,"<6","<6",100
"Dispensings","70702","ACE Inhibitors with Diuretics","MidCentral",2023,"<6","<6",100
"Dispensings","70702","ACE Inhibitors with Diuretics","West Coast",2023,"<6","<6",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Auckland",2023,"<6","<6",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Lakes",2023,"<6","<6",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Nelson Marlborough",2023,"12","<6",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Capital & Coast",2023,"<6","<6",100
"Dispensings","70702","ACE Inhibitors with Diuretics","New Zealand",2023,"115","47",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Hawke's Bay",2024,"<6","<6",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Whanganui",2024,"9","<6",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Counties Manukau",2024,"<6","<6",100
"Dispensings","70702","ACE Inhibitors with Diuretics","Waitemata",2024,"<6","<6",100
"Dispensings","70702","ACE Inhibitors with Diuretics","New Zealand",2024,"13","<6",100
"Initial dispensings","221301","Acute Migraine Treatment","Canterbury",2020,"15354","7981",100
"Initial dispensings","221301","Acute Migraine Treatment","Waitemata",2020,"14395","7597",100
"Initial dispensings","221301","Acute Migraine Treatment","Auckland",2020,"10689","5755",100
"Initial dispensings","221301","Acute Migraine Treatment","Taranaki",2020,"2879","1447",100
"Initial dispensings","221301","Acute Migraine Treatment","Hawke's Bay",2020,"4369","2150",100
"Initial dispensings","221301","Acute Migraine Treatment","MidCentral",2020,"4769","2355",100
"Initial dispensings","221301","Acute Migraine Treatment","Capital & Coast",2020,"8045","4260",100
"Initial dispensings","221301","Acute Migraine Treatment","Southern",2020,"8409","4520",100
"Initial dispensings","221301","Acute Migraine Treatment","Waikato",2020,"9595","5275",100
"Initial dispensings","221301","Acute Migraine Treatment","Counties Manukau",2020,"10680","6057",100
"Initial dispensings","221301","Acute Migraine Treatment","Tairawhiti",2020,"858","491",100
"Initial dispensings","221301","Acute Migraine Treatment","Hutt Valley",2020,"3562","1808",100
"Initial dispensings","221301","Acute Migraine Treatment","Lakes",2020,"2316","1183",100
"Initial dispensings","221301","Acute Migraine Treatment","Bay of Plenty",2020,"5808","2980",100
"Initial dispensings","221301","Acute Migraine Treatment","Nelson Marlborough",2020,"4527","2246",100
"Initial dispensings","221301","Acute Migraine Treatment","Northland",2020,"3852","2031",100
"Initial dispensings","221301","Acute Migraine Treatment","Wairarapa",2020,"1353","677",100
"Initial dispensings","221301","Acute Migraine Treatment","South Canterbury",2020,"1718","880",100
"Initial dispensings","221301","Acute Migraine Treatment","West Coast",2020,"794","368",100
"Initial dispensings","221301","Acute Migraine Treatment","Whanganui",2020,"1687","891",100
"Initial dispensings","221301","Acute Migraine Treatment","New Zealand",2020,"115659","60952",100
"Initial dispensings","221301","Acute Migraine Treatment","Canterbury",2021,"16223","8612",100
"Initial dispensings","221301","Acute Migraine Treatment","Southern",2021,"8655","4706",100
"Initial dispensings","221301","Acute Migraine Treatment","Counties Manukau",2021,"11006","6302",100
"Initial dispensings","221301","Acute Migraine Treatment","Waitemata",2021,"15413","8018",100
"Initial dispensings","221301","Acute Migraine Treatment","Taranaki",2021,"2989","1494",100
"Initial dispensings","221301","Acute Migraine Treatment","Auckland",2021,"11192","6057",100
"Initial dispensings","221301","Acute Migraine Treatment","Bay of Plenty",2021,"6251","3333",100
"Initial dispensings","221301","Acute Migraine Treatment","Capital & Coast",2021,"8398","4430",100
"Initial dispensings","221301","Acute Migraine Treatment","Waikato",2021,"10255","5602",100
"Initial dispensings","221301","Acute Migraine Treatment","Hawke's Bay",2021,"4579","2294",100
"Initial dispensings","221301","Acute Migraine Treatment","South Canterbury",2021,"1765","958",100
"Initial dispensings","221301","Acute Migraine Treatment","MidCentral",2021,"5005","2582",100
"Initial dispensings","221301","Acute Migraine Treatment","Northland",2021,"4115","2184",100
"Initial dispensings","221301","Acute Migraine Treatment","Whanganui",2021,"1774","892",100
"Initial dispensings","221301","Acute Migraine Treatment","Hutt Valley",2021,"3711","1875",100
"Initial dispensings","221301","Acute Migraine Treatment","Tairawhiti",2021,"912","545",100
"Initial dispensings","221301","Acute Migraine Treatment","Nelson Marlborough",2021,"4623","2315",100
"Initial dispensings","221301","Acute Migraine Treatment","Lakes",2021,"2317","1197",100
"Initial dispensings","221301","Acute Migraine Treatment","West Coast",2021,"772","393",100
"Initial dispensings","221301","Acute Migraine Treatment","Wairarapa",2021,"1380","687",100
"Initial dispensings","221301","Acute Migraine Treatment","New Zealand",2021,"121335","64476",100
"Initial dispensings","221301","Acute Migraine Treatment","Waitemata",2022,"16001","8290",100
"Initial dispensings","221301","Acute Migraine Treatment","MidCentral",2022,"5028","2535",100
"Initial dispensings","221301","Acute Migraine Treatment","Canterbury",2022,"16923","8927",100
"Initial dispensings","221301","Acute Migraine Treatment","Bay of Plenty",2022,"6497","3409",100
"Initial dispensings","221301","Acute Migraine Treatment","Waikato",2022,"10784","5858",100
"Initial dispensings","221301","Acute Migraine Treatment","Nelson Marlborough",2022,"4720","2365",100
"Initial dispensings","221301","Acute Migraine Treatment","Tairawhiti",2022,"942","547",100
"Initial dispensings","221301","Acute Migraine Treatment","Auckland",2022,"11462","6181",100
"Initial dispensings","221301","Acute Migraine Treatment","Taranaki",2022,"3060","1571",100
"Initial dispensings","221301","Acute Migraine Treatment","Hutt Valley",2022,"3644","1845",100
"Initial dispensings","221301","Acute Migraine Treatment","Northland",2022,"4121","2217",100
"Initial dispensings","221301","Acute Migraine Treatment","Capital & Coast",2022,"8585","4436",100
"Initial dispensings","221301","Acute Migraine Treatment","Counties Manukau",2022,"11429","6519",100
"Initial dispensings","221301","Acute Migraine Treatment","Southern",2022,"8721","4728",100
"Initial dispensings","221301","Acute Migraine Treatment","Wairarapa",2022,"1371","658",100
"Initial dispensings","221301","Acute Migraine Treatment","South Canterbury",2022,"1741","864",100
"Initial dispensings","221301","Acute Migraine Treatment","Hawke's Bay",2022,"4545","2284",100
"Initial dispensings","221301","Acute Migraine Treatment","Lakes",2022,"2268","1221",100
"Initial dispensings","221301","Acute Migraine Treatment","Whanganui",2022,"1787","895",100
"Initial dispensings","221301","Acute Migraine Treatment","West Coast",2022,"824","411",100
"Initial dispensings","221301","Acute Migraine Treatment","New Zealand",2022,"124453","65761",100
"Initial dispensings","221301","Acute Migraine Treatment","Auckland",2023,"11942","6592",100
"Initial dispensings","221301","Acute Migraine Treatment","Canterbury",2023,"17921","9564",100
"Initial dispensings","221301","Acute Migraine Treatment","Wairarapa",2023,"1410","704",100
"Initial dispensings","221301","Acute Migraine Treatment","Nelson Marlborough",2023,"4823","2451",100
"Initial dispensings","221301","Acute Migraine Treatment","Southern",2023,"9625","5153",100
"Initial dispensings","221301","Acute Migraine Treatment","Waitemata",2023,"17180","9055",100
"Initial dispensings","221301","Acute Migraine Treatment","Counties Manukau",2023,"12073","6952",100
"Initial dispensings","221301","Acute Migraine Treatment","Bay of Plenty",2023,"6832","3719",100
"Initial dispensings","221301","Acute Migraine Treatment","Capital & Coast",2023,"9077","4775",100
"Initial dispensings","221301","Acute Migraine Treatment","Waikato",2023,"11564","6217",100
"Initial dispensings","221301","Acute Migraine Treatment","MidCentral",2023,"5327","2734",100
"Initial dispensings","221301","Acute Migraine Treatment","Tairawhiti",2023,"975","573",100
"Initial dispensings","221301","Acute Migraine Treatment","Taranaki",2023,"3355","1718",100
"Initial dispensings","221301","Acute Migraine Treatment","Hawke's Bay",2023,"4823","2371",100
"Initial dispensings","221301","Acute Migraine Treatment","Hutt Valley",2023,"3810","1969",100
"Initial dispensings","221301","Acute Migraine Treatment","Whanganui",2023,"1818","936",100
"Initial dispensings","221301","Acute Migraine Treatment","West Coast",2023,"903","469",100
"Initial dispensings","221301","Acute Migraine Treatment","Lakes",2023,"2420","1283",100
"Initial dispensings","221301","Acute Migraine Treatment","Northland",2023,"4538","2420",100
"Initial dispensings","221301","Acute Migraine Treatment","South Canterbury",2023,"1846","926",100
"Initial dispensings","221301","Acute Migraine Treatment","New Zealand",2023,"132262","70581",100
"Initial dispensings","221301","Acute Migraine Treatment","Taranaki",2024,"3382","1762",100
"Initial dispensings","221301","Acute Migraine Treatment","Waitemata",2024,"18154","9503",100
"Initial dispensings","221301","Acute Migraine Treatment","Hawke's Bay",2024,"5060","2494",100
"Initial dispensings","221301","Acute Migraine Treatment","Southern",2024,"10125","5440",100
"Initial dispensings","221301","Acute Migraine Treatment","Waikato",2024,"12159","6559",100
"Initial dispensings","221301","Acute Migraine Treatment","Capital & Coast",2024,"9377","4973",100
"Initial dispensings","221301","Acute Migraine Treatment","Counties Manukau",2024,"12848","7422",100
"Initial dispensings","221301","Acute Migraine Treatment","Nelson Marlborough",2024,"5058","2558",100
"Initial dispensings","221301","Acute Migraine Treatment","Lakes",2024,"2609","1387",100
"Initial dispensings","221301","Acute Migraine Treatment","Auckland",2024,"12518","6907",100
"Initial dispensings","221301","Acute Migraine Treatment","MidCentral",2024,"5415","2735",100
"Initial dispensings","221301","Acute Migraine Treatment","Canterbury",2024,"19318","10244",100
"Initial dispensings","221301","Acute Migraine Treatment","West Coast",2024,"900","455",100
"Initial dispensings","221301","Acute Migraine Treatment","Hutt Valley",2024,"4069","2114",100
"Initial dispensings","221301","Acute Migraine Treatment","Wairarapa",2024,"1485","748",100
"Initial dispensings","221301","Acute Migraine Treatment","Whanganui",2024,"2114","1055",100
"Initial dispensings","221301","Acute Migraine Treatment","Bay of Plenty",2024,"7207","3777",100
"Initial dispensings","221301","Acute Migraine Treatment","Northland",2024,"4614","2497",100
"Initial dispensings","221301","Acute Migraine Treatment","South Canterbury",2024,"1903","993",100
"Initial dispensings","221301","Acute Migraine Treatment","Tairawhiti",2024,"1057","603",100
"Initial dispensings","221301","Acute Migraine Treatment","New Zealand",2024,"139372","74226",100
"Dispensings","221301","Acute Migraine Treatment","Canterbury",2020,"21394","8049",100
"Dispensings","221301","Acute Migraine Treatment","Waitemata",2020,"19078","7659",100
"Dispensings","221301","Acute Migraine Treatment","Auckland",2020,"13329","5795",100
"Dispensings","221301","Acute Migraine Treatment","Taranaki",2020,"3818","1454",100
"Dispensings","221301","Acute Migraine Treatment","Hawke's Bay",2020,"5848","2165",100
"Dispensings","221301","Acute Migraine Treatment","MidCentral",2020,"6824","2387",100
"Dispensings","221301","Acute Migraine Treatment","Capital & Coast",2020,"10618","4287",100
"Dispensings","221301","Acute Migraine Treatment","Southern",2020,"11258","4555",100
"Dispensings","221301","Acute Migraine Treatment","Waikato",2020,"12546","5314",100
"Dispensings","221301","Acute Migraine Treatment","Counties Manukau",2020,"13675","6121",100
"Dispensings","221301","Acute Migraine Treatment","Tairawhiti",2020,"1191","495",100
"Dispensings","221301","Acute Migraine Treatment","Hutt Valley",2020,"4995","1826",100
"Dispensings","221301","Acute Migraine Treatment","Lakes",2020,"3120","1197",100
"Dispensings","221301","Acute Migraine Treatment","Bay of Plenty",2020,"8143","3025",100
"Dispensings","221301","Acute Migraine Treatment","Nelson Marlborough",2020,"6291","2266",100
"Dispensings","221301","Acute Migraine Treatment","Northland",2020,"5190","2042",100
"Dispensings","221301","Acute Migraine Treatment","Wairarapa",2020,"2001","683",100
"Dispensings","221301","Acute Migraine Treatment","South Canterbury",2020,"2622","895",100
"Dispensings","221301","Acute Migraine Treatment","West Coast",2020,"1149","374",100
"Dispensings","221301","Acute Migraine Treatment","Whanganui",2020,"2354","904",100
"Dispensings","221301","Acute Migraine Treatment","New Zealand",2020,"155444","61493",100
"Dispensings","221301","Acute Migraine Treatment","Canterbury",2021,"22462","8714",100
"Dispensings","221301","Acute Migraine Treatment","Southern",2021,"11547","4759",100
"Dispensings","221301","Acute Migraine Treatment","Counties Manukau",2021,"14166","6371",100
"Dispensings","221301","Acute Migraine Treatment","Waitemata",2021,"20327","8094",100
"Dispensings","221301","Acute Migraine Treatment","Taranaki",2021,"4003","1506",100
"Dispensings","221301","Acute Migraine Treatment","Auckland",2021,"13935","6102",100
"Dispensings","221301","Acute Migraine Treatment","Bay of Plenty",2021,"8477","3366",100
"Dispensings","221301","Acute Migraine Treatment","Capital & Coast",2021,"11002","4470",100
"Dispensings","221301","Acute Migraine Treatment","Waikato",2021,"13274","5652",100
"Dispensings","221301","Acute Migraine Treatment","Hawke's Bay",2021,"6121","2317",100
"Dispensings","221301","Acute Migraine Treatment","South Canterbury",2021,"2709","976",100
"Dispensings","221301","Acute Migraine Treatment","MidCentral",2021,"7217","2617",100
"Dispensings","221301","Acute Migraine Treatment","Northland",2021,"5426","2207",100
"Dispensings","221301","Acute Migraine Treatment","Whanganui",2021,"2413","904",100
"Dispensings","221301","Acute Migraine Treatment","Hutt Valley",2021,"5130","1897",100
"Dispensings","221301","Acute Migraine Treatment","Tairawhiti",2021,"1265","550",100
"Dispensings","221301","Acute Migraine Treatment","Nelson Marlborough",2021,"6440","2351",100
"Dispensings","221301","Acute Migraine Treatment","Lakes",2021,"3048","1215",100
"Dispensings","221301","Acute Migraine Treatment","West Coast",2021,"1046","397",100
"Dispensings","221301","Acute Migraine Treatment","Wairarapa",2021,"2088","704",100
"Dispensings","221301","Acute Migraine Treatment","New Zealand",2021,"162096","65169",100
"Dispensings","221301","Acute Migraine Treatment","Waitemata",2022,"21053","8366",100
"Dispensings","221301","Acute Migraine Treatment","MidCentral",2022,"7345","2568",100
"Dispensings","221301","Acute Migraine Treatment","Canterbury",2022,"23084","9043",100
"Dispensings","221301","Acute Migraine Treatment","Bay of Plenty",2022,"8826","3447",100
"Dispensings","221301","Acute Migraine Treatment","Waikato",2022,"13969","5914",100
"Dispensings","221301","Acute Migraine Treatment","Nelson Marlborough",2022,"6516","2391",100
"Dispensings","221301","Acute Migraine Treatment","Tairawhiti",2022,"1330","554",100
"Dispensings","221301","Acute Migraine Treatment","Auckland",2022,"14022","6238",100
"Dispensings","221301","Acute Migraine Treatment","Taranaki",2022,"4067","1587",100
"Dispensings","221301","Acute Migraine Treatment","Hutt Valley",2022,"4986","1869",100
"Dispensings","221301","Acute Migraine Treatment","Northland",2022,"5443","2232",100
"Dispensings","221301","Acute Migraine Treatment","Capital & Coast",2022,"11131","4478",100
"Dispensings","221301","Acute Migraine Treatment","Counties Manukau",2022,"14609","6589",100
"Dispensings","221301","Acute Migraine Treatment","Southern",2022,"11513","4779",100
"Dispensings","221301","Acute Migraine Treatment","Wairarapa",2022,"2054","672",100
"Dispensings","221301","Acute Migraine Treatment","South Canterbury",2022,"2706","881",100
"Dispensings","221301","Acute Migraine Treatment","Hawke's Bay",2022,"6051","2303",100
"Dispensings","221301","Acute Migraine Treatment","Lakes",2022,"2987","1240",100
"Dispensings","221301","Acute Migraine Treatment","Whanganui",2022,"2404","905",100
"Dispensings","221301","Acute Migraine Treatment","West Coast",2022,"1151","413",100
"Dispensings","221301","Acute Migraine Treatment","New Zealand",2022,"165247","66469",100
"Dispensings","221301","Acute Migraine Treatment","Auckland",2023,"14660","6633",100
"Dispensings","221301","Acute Migraine Treatment","Canterbury",2023,"24432","9665",100
"Dispensings","221301","Acute Migraine Treatment","Wairarapa",2023,"2030","716",100
"Dispensings","221301","Acute Migraine Treatment","Nelson Marlborough",2023,"6597","2480",100
"Dispensings","221301","Acute Migraine Treatment","Southern",2023,"12591","5190",100
"Dispensings","221301","Acute Migraine Treatment","Waitemata",2023,"22435","9151",100
"Dispensings","221301","Acute Migraine Treatment","Counties Manukau",2023,"15394","7006",100
"Dispensings","221301","Acute Migraine Treatment","Bay of Plenty",2023,"9200","3758",100
"Dispensings","221301","Acute Migraine Treatment","Capital & Coast",2023,"11741","4818",100
"Dispensings","221301","Acute Migraine Treatment","Waikato",2023,"14927","6277",100
"Dispensings","221301","Acute Migraine Treatment","MidCentral",2023,"7758","2773",100
"Dispensings","221301","Acute Migraine Treatment","Tairawhiti",2023,"1335","582",100
"Dispensings","221301","Acute Migraine Treatment","Taranaki",2023,"4388","1734",100
"Dispensings","221301","Acute Migraine Treatment","Hawke's Bay",2023,"6274","2398",100
"Dispensings","221301","Acute Migraine Treatment","Hutt Valley",2023,"5088","1977",100
"Dispensings","221301","Acute Migraine Treatment","Whanganui",2023,"2399","944",100
"Dispensings","221301","Acute Migraine Treatment","West Coast",2023,"1270","470",100
"Dispensings","221301","Acute Migraine Treatment","Lakes",2023,"3107","1298",100
"Dispensings","221301","Acute Migraine Treatment","Northland",2023,"6092","2440",100
"Dispensings","221301","Acute Migraine Treatment","South Canterbury",2023,"2869","945",100
"Dispensings","221301","Acute Migraine Treatment","New Zealand",2023,"174587","71255",100
"Dispensings","221301","Acute Migraine Treatment","Taranaki",2024,"4481","1780",100
"Dispensings","221301","Acute Migraine Treatment","Waitemata",2024,"23740","9587",100
"Dispensings","221301","Acute Migraine Treatment","Hawke's Bay",2024,"6651","2505",100
"Dispensings","221301","Acute Migraine Treatment","Southern",2024,"13097","5487",100
"Dispensings","221301","Acute Migraine Treatment","Waikato",2024,"15733","6613",100
"Dispensings","221301","Acute Migraine Treatment","Capital & Coast",2024,"12026","5006",100
"Dispensings","221301","Acute Migraine Treatment","Counties Manukau",2024,"16185","7473",100
"Dispensings","221301","Acute Migraine Treatment","Nelson Marlborough",2024,"6913","2584",100
"Dispensings","221301","Acute Migraine Treatment","Lakes",2024,"3401","1399",100
"Dispensings","221301","Acute Migraine Treatment","Auckland",2024,"15381","6960",100
"Dispensings","221301","Acute Migraine Treatment","MidCentral",2024,"7821","2770",100
"Dispensings","221301","Acute Migraine Treatment","Canterbury",2024,"25991","10348",100
"Dispensings","221301","Acute Migraine Treatment","West Coast",2024,"1259","464",100
"Dispensings","221301","Acute Migraine Treatment","Hutt Valley",2024,"5527","2141",100
"Dispensings","221301","Acute Migraine Treatment","Wairarapa",2024,"2106","758",100
"Dispensings","221301","Acute Migraine Treatment","Whanganui",2024,"2815","1064",100
"Dispensings","221301","Acute Migraine Treatment","Bay of Plenty",2024,"9707","3821",100
"Dispensings","221301","Acute Migraine Treatment","Northland",2024,"6189","2516",100
"Dispensings","221301","Acute Migraine Treatment","South Canterbury",2024,"2884","1010",100
"Dispensings","221301","Acute Migraine Treatment","Tairawhiti",2024,"1420","605",100
"Dispensings","221301","Acute Migraine Treatment","New Zealand",2024,"183327","74891",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Waitemata",2020,"7019","6013",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Canterbury",2020,"4106","3524",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Lakes",2020,"581","487",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Southern",2020,"2568","2249",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Counties Manukau",2020,"8230","7035",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Taranaki",2020,"628","528",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","MidCentral",2020,"1151","987",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Bay of Plenty",2020,"1583","1347",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Hutt Valley",2020,"965","809",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Auckland",2020,"6771","5684",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Northland",2020,"1331","1139",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Waikato",2020,"3162","2741",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Tairawhiti",2020,"316","270",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Capital & Coast",2020,"2218","1867",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Hawke's Bay",2020,"1104","960",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Wairarapa",2020,"257","222",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Nelson Marlborough",2020,"1029","899",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","West Coast",2020,"160","138",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Whanganui",2020,"365","320",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","South Canterbury",2020,"327","284",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","New Zealand",2020,"43871","37503",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Counties Manukau",2021,"6455","5580",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","South Canterbury",2021,"264","230",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Lakes",2021,"482","416",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Waikato",2021,"2417","2030",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Bay of Plenty",2021,"1263","1088",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Canterbury",2021,"2947","2510",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Capital & Coast",2021,"1908","1651",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Auckland",2021,"5332","4495",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Tairawhiti",2021,"251","208",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Northland",2021,"979","806",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Whanganui",2021,"296","259",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Waitemata",2021,"5459","4702",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","MidCentral",2021,"1003","836",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Southern",2021,"1369","1167",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Hawke's Bay",2021,"852","736",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Taranaki",2021,"572","483",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Hutt Valley",2021,"870","738",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Wairarapa",2021,"198","168",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Nelson Marlborough",2021,"754","661",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","West Coast",2021,"115","104",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","New Zealand",2021,"33786","28868",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Capital & Coast",2022,"1816","1556",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Auckland",2022,"5777","4920",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Canterbury",2022,"2832","2503",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Southern",2022,"1191","1022",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","West Coast",2022,"119","95",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Northland",2022,"958","790",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Hutt Valley",2022,"877","757",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Waitemata",2022,"5394","4559",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Hawke's Bay",2022,"810","697",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Waikato",2022,"2438","2048",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Counties Manukau",2022,"6348","5391",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Wairarapa",2022,"169","150",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Lakes",2022,"491","418",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Taranaki",2022,"468","398",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","MidCentral",2022,"876","743",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Bay of Plenty",2022,"1188","1019",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Whanganui",2022,"262","230",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","South Canterbury",2022,"240","215",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Nelson Marlborough",2022,"729","639",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Tairawhiti",2022,"272","237",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","New Zealand",2022,"33255","28387",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Waitemata",2023,"5325","4551",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Southern",2023,"1294","1138",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Nelson Marlborough",2023,"798","637",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Counties Manukau",2023,"6688","5763",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Auckland",2023,"5539","4768",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Waikato",2023,"2417","2019",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Hutt Valley",2023,"983","852",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Capital & Coast",2023,"1886","1631",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Wairarapa",2023,"162","144",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Hawke's Bay",2023,"756","653",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Canterbury",2023,"3010","2612",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Tairawhiti",2023,"209","167",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","South Canterbury",2023,"230","209",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Lakes",2023,"482","409",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Northland",2023,"1006","829",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Taranaki",2023,"502","419",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Bay of Plenty",2023,"1122","963",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","West Coast",2023,"119","95",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","MidCentral",2023,"804","689",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Whanganui",2023,"261","232",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","New Zealand",2023,"33593","28780",100
"Initial dispensings","13101","Agents Used in Mouth Ulceration","Waitemata",2024,"5243","4475",100
