"FormID","ChemID","Chemical","Formulation","TG3ID","TherapeuticGrp3","TG2ID","TherapeuticGrp2","TG1ID","TherapeuticGrp1","BaseUnits","PropPharmPresc"
"290201","2902","Enteral feed 1kcal/ml","Liquid","420631","Standard Supplements","4206","Oral and Enteral Feeds","42","Special Foods","ml",100
"291101","2911","Enteral feed 2 kcal/ml","Liquid","420632","High Calorie Products ","4206","Oral and Enteral Feeds","42","Special Foods","ml",100
"407425","4074","Enteral feed with fibre 0.83 kcal/ml","Liquid","420631","Standard Supplements","4206","Oral and Enteral Feeds","42","Special Foods","ml",100
"291201","2912","Enteral feed with fibre 1 kcal/ml","Liquid","420631","Standard Supplements","4206","Oral and Enteral Feeds","42","Special Foods","ml",100
"415325","4153","Enteral feed with fibre 1.2kcal/ml","Liquid","420631","Standard Supplements","4206","Oral and Enteral Feeds","42","Special Foods","ml",100
"291301","2913","Enteral feed with fibre 1.5kcal/ml","Liquid","420631","Standard Supplements","4206","Oral and Enteral Feeds","42","Special Foods","ml",100
"413025","4130","Enteral liquid peptide formula","Liquid 1 kcal/ml","421806","Gastrointestinal and Other Malabsorptive Problems","4218","Infant Formulae","42","Special Foods","ml",100
"413026","4130","Enteral liquid peptide formula","Liquid 1.5 kcal/ml","421806","Gastrointestinal and Other Malabsorptive Problems","4218","Infant Formulae","42","Special Foods","ml",100
"291502","2915","Enteral/oral feed 1kcal/ml","Liquid","420607","Paediatric Products For Children With Chronic Renal Failure","4206","Oral and Enteral Feeds","42","Special Foods","g",100
"291526","2915","Enteral/oral feed 1kcal/ml","Powder","420607","Paediatric Products For Children With Chronic Renal Failure","4206","Oral and Enteral Feeds","42","Special Foods","g",100
"291525","2915","Enteral/oral feed 1kcal/ml","Powder (unflavoured)","420606","Paediatric Products For Children Awaiting Liver Transplant","4206","Oral and Enteral Feeds","42","Special Foods","g",100
"405125","4051","Enteral/oral semi-elemental feed 1.5kcal/ml","Liquid","420610","Specialised And Elemental Products","4206","Oral and Enteral Feeds","42","Special Foods","ml",100
"410025","4100","Eplerenone","Tab 25 mg","73104","Potassium Sparing Diuretics","731","Diuretics","7","Cardiovascular System","tab",100
"410026","4100","Eplerenone","Tab 50 mg","73104","Potassium Sparing Diuretics","731","Diuretics","7","Cardiovascular System","tab",100
"275825","2758","Epoetin alfa","Inj 1,000 iu in 0.5 ml, syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",100
"275808","2758","Epoetin alfa","Inj 10,000 iu in 1 ml, syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",100
"275805","2758","Epoetin alfa","Inj 2,000 iu in 0.5 ml, syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",100
"275830","2758","Epoetin alfa","Inj 2,000 iu in 1 ml, syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",100
"275806","2758","Epoetin alfa","Inj 3,000 iu in 0.3 ml, syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",100
"275807","2758","Epoetin alfa","Inj 4,000 iu in 0.4 ml, syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",99.9986130137224
"275829","2758","Epoetin alfa","Inj 40,000 iu in 1 ml, syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",100
"275826","2758","Epoetin alfa","Inj 5,000 iu in 0.5 ml, syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",100
"275827","2758","Epoetin alfa","Inj 6,000 iu in 0.6 ml, syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",100
"275828","2758","Epoetin alfa","Inj 8,000 iu in 0.8 ml, syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",100
"377129","3771","Epoetin beta [erythropoietin beta]","Inj 5,000 iu, prefilled syringe","40101","Hypoplastic and Haemolytic","401","Antianaemics","4","Blood and Blood Forming Organs","inj",100
"409326","4093","Epoprostenol","Inj 1.5 mg vial","74009","Prostacyclin Analogues","740","Vasodilators","7","Cardiovascular System","inj",100
"409325","4093","Epoprostenol","Inj 500 mcg vial","74009","Prostacyclin Analogues","740","Vasodilators","7","Cardiovascular System","inj",100
"145601","1456","Ergometrine maleate","Inj 500 mcg per ml, 1 ml ampoule","131402","Myometrial and Vaginal Hormone Preparations","1314","Myometrial and Vaginal Hormone Preparations","13","Genito-Urinary System","inj",0.210216523018709
"146203","1462","Ergotamine tartrate with caffeine","Tab 1 mg with caffeine 100 mg","221301","Acute Migraine Treatment","2213","Antimigraine Preparations","22","Nervous System","tab",100
"391625","3916","Erlotinib","Tab 100 mg","250109","Protein-tyrosine Kinase Inhibitors","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","tab",100
"391626","3916","Erlotinib","Tab 150 mg","250109","Protein-tyrosine Kinase Inhibitors","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","tab",100
"602802","6028","Erythromycin (as lactobionate)","Inj 1 g vial","160304","Macrolides","1603","Antibacterials","16","Infections - Agents for Systemic Use","inj",6.65024630541872
"602603","6026","Erythromycin ethyl succinate","Grans for oral liq 200 mg per 5 ml","160304","Macrolides","1603","Antibacterials","16","Infections - Agents for Systemic Use","ml",86.7922362320427
"602605","6026","Erythromycin ethyl succinate","Grans for oral liq 400 mg per 5 ml","160304","Macrolides","1603","Antibacterials","16","Infections - Agents for Systemic Use","ml",88.4220601241624
"602601","6026","Erythromycin ethyl succinate","Tab 400 mg","160304","Macrolides","1603","Antibacterials","16","Infections - Agents for Systemic Use","tab",95.4534571198649
"602703","6027","Erythromycin stearate","Tab 250 mg","160304","Macrolides","1603","Antibacterials","16","Infections - Agents for Systemic Use","tab",92.6032834205304
"602702","6027","Erythromycin stearate","Tab 500 mg","160304","Macrolides","1603","Antibacterials","16","Infections - Agents for Systemic Use","tab",99.5678389564582
"392625","3926","Escitalopram","Tab 10 mg","220507","Selective Serotonin Reuptake Inhibitors","2205","Antidepressants","22","Nervous System","tab",99.9905007001306
"392626","3926","Escitalopram","Tab 20 mg","220507","Selective Serotonin Reuptake Inhibitors","2205","Antidepressants","22","Nervous System","tab",99.9914492530462
"420625","4206","Essential aminoacid formula","Powder (neutral), can","421226","Essential Amino Acids","4212","Foods And Supplements For Inherited Metabolic Disease","42","Special Foods","g",100
"378625","3786","Etanercept","Inj 25 mg","250702","Fusion Proteins","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","inj",100
"378628","3786","Etanercept","Inj 25 mg autoinjector","250702","Fusion Proteins","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","inj",100
"378626","3786","Etanercept","Inj 50 mg autoinjector","250702","Fusion Proteins","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","inj",100
"378627","3786","Etanercept","Inj 50 mg prefilled syringe","250702","Fusion Proteins","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","inj",100
"386526","3865","Ethambutol hydrochloride","Tab 100 mg","161601","Antituberculotics and Antileprotics","1616","Antituberculotics and Antileprotics","16","Infections - Agents for Systemic Use","tab",100
"386525","3865","Ethambutol hydrochloride","Tab 400 mg","161601","Antituberculotics and Antileprotics","1616","Antituberculotics and Antileprotics","16","Infections - Agents for Systemic Use","tab",100
"328601","3286","Ethanol","Ethanol 90% (rectified spirit)","380101","Extemporaneously Compounded Preparations and Galenicals","3801","Extemporaneously Compounded Preparations and Galenicals","38","Extemporaneously Compounded Preparations and Galenicals","ml",100
"147801","1478","Ethinyloestradiol","Tab 10 mcg","141201","Other Oestrogen Preparations","1412","Other Oestrogen Preparations","14","Hormone Preparations - Systemic Excluding Contraceptive Hormones","tab",100
"147702","1477","Ethinyloestradiol with desogestrel","Tab 20 mcg with desogestrel 150 mcg and 7 inert tab","130802","Combined Oral Contraceptives","1308","Contraceptives - Hormonal","13","Genito-Urinary System","tab",97.4274477496298
"147704","1477","Ethinyloestradiol with desogestrel","Tab 30 mcg with desogestrel 150 mcg and 7 inert tab","130802","Combined Oral Contraceptives","1308","Contraceptives - Hormonal","13","Genito-Urinary System","tab",99.6392785571142
"171812","1718","Ethinyloestradiol with levonorgestrel","Tab 20 mcg with levonorgestrel 100 mcg and 7 inert tablets","130802","Combined Oral Contraceptives","1308","Contraceptives - Hormonal","13","Genito-Urinary System","tab",95.551620715893
"171808","1718","Ethinyloestradiol with levonorgestrel","Tab 30 mcg with levonorgestrel 150 mcg","130802","Combined Oral Contraceptives","1308","Contraceptives - Hormonal","13","Genito-Urinary System","tab",94.2857142857143
"171809","1718","Ethinyloestradiol with levonorgestrel","Tab 30 mcg with levonorgestrel 150 mcg and 7 inert tablets","130802","Combined Oral Contraceptives","1308","Contraceptives - Hormonal","13","Genito-Urinary System","tab",97.5420045839941
"171807","1718","Ethinyloestradiol with levonorgestrel","Tab 50 mcg with levonorgestrel 125 mcg and 7 inert tab","130802","Combined Oral Contraceptives","1308","Contraceptives - Hormonal","13","Genito-Urinary System","tab",98.7564639251416
"147511","1475","Ethinyloestradiol with norethisterone","Tab 35 mcg with norethisterone 1 mg","130802","Combined Oral Contraceptives","1308","Contraceptives - Hormonal","13","Genito-Urinary System","tab",97.8666666666667
"147512","1475","Ethinyloestradiol with norethisterone","Tab 35 mcg with norethisterone 1 mg and 7 inert tab","130802","Combined Oral Contraceptives","1308","Contraceptives - Hormonal","13","Genito-Urinary System","tab",94.7540971755333
"147508","1475","Ethinyloestradiol with norethisterone","Tab 35 mcg with norethisterone 500 mcg","130802","Combined Oral Contraceptives","1308","Contraceptives - Hormonal","13","Genito-Urinary System","tab",97.6019184652278
"147509","1475","Ethinyloestradiol with norethisterone","Tab 35 mcg with norethisterone 500 mcg and 7 inert tab","130802","Combined Oral Contraceptives","1308","Contraceptives - Hormonal","13","Genito-Urinary System","tab",94.9384361956082
"148101","1481","Ethosuximide","Cap 250 mg","220702","Control of Epilepsy","2207","Antiepilepsy Drugs","22","Nervous System","cap",99.9856588321794
"148102","1481","Ethosuximide","Oral liq 250 mg per 5 ml","220702","Control of Epilepsy","2207","Antiepilepsy Drugs","22","Nervous System","ml",99.932289567052
"243302","2433","Etoposide","Cap 100 mg","250107","Other Cytotoxic Agents","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","cap",100
"243301","2433","Etoposide","Cap 50 mg","250107","Other Cytotoxic Agents","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","cap",99.9833681809542
"243303","2433","Etoposide","Inj 20 mg per ml, 5 ml vial","250107","Other Cytotoxic Agents","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","inj",100
"391826","3918","Etravirine","Tab 200 mg","162001","Non-nucleosides Reverse Transcriptase Inhibitors","1620","Antiretrovirals","16","Infections - Agents for Systemic Use","tab",100
"328801","3288","Eucalyptus oil","Eucalyptus oil","380101","Extemporaneously Compounded Preparations and Galenicals","3801","Extemporaneously Compounded Preparations and Galenicals","38","Extemporaneously Compounded Preparations and Galenicals","ml",100
"404026","4040","Everolimus","Tab 10 mg","250706","Other Immunosuppressants","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","tab",100
"404025","4040","Everolimus","Tab 5 mg","250706","Other Immunosuppressants","2507","Immunosuppressants","25","Oncology Agents and Immunosuppressants","tab",100
"387225","3872","Exemestane","Tab 25 mg","250404","Aromatase Inhibitors","2504","Endocrine Therapy","25","Oncology Agents and Immunosuppressants","tab",99.9900569569936
"294601","2946","Extensively hydrolysed formula","Powder","421806","Gastrointestinal and Other Malabsorptive Problems","4218","Infant Formulae","42","Special Foods","g",100
"379925","3799","Ezetimibe","Tab 10 mg","73208","Selective Cholesterol Absorption Inhibitors","732","Lipid-Modifying Agents","7","Cardiovascular System","tab",99.9977696153115
"385328","3853","Ezetimibe with simvastatin","Tab 10 mg with simvastatin 10 mg","73208","Selective Cholesterol Absorption Inhibitors","732","Lipid-Modifying Agents","7","Cardiovascular System","tab",100
"385325","3853","Ezetimibe with simvastatin","Tab 10 mg with simvastatin 20 mg","73208","Selective Cholesterol Absorption Inhibitors","732","Lipid-Modifying Agents","7","Cardiovascular System","tab",100
"385326","3853","Ezetimibe with simvastatin","Tab 10 mg with simvastatin 40 mg","73208","Selective Cholesterol Absorption Inhibitors","732","Lipid-Modifying Agents","7","Cardiovascular System","tab",99.9988823773257
"385327","3853","Ezetimibe with simvastatin","Tab 10 mg with simvastatin 80 mg","73208","Selective Cholesterol Absorption Inhibitors","732","Lipid-Modifying Agents","7","Cardiovascular System","tab",100
"237325","2373","Famotidine","Inj 10 mg per ml, 4 ml","11003","H2 Antagonists","110","Antiulcerants","1","Alimentary Tract and Metabolism","inj",100
"237301","2373","Famotidine","Tab 20 mg","11003","H2 Antagonists","110","Antiulcerants","1","Alimentary Tract and Metabolism","tab",100
"237302","2373","Famotidine","Tab 40 mg","11003","H2 Antagonists","110","Antiulcerants","1","Alimentary Tract and Metabolism","tab",100
"291601","2916","Fat modified feed","Powder","420604","Fat Modified Products","4206","Oral and Enteral Feeds","42","Special Foods","g",100
"291701","2917","Fat supplement","Emulsion (neutral)","420203","Fat","4202","Nutrient Modules","42","Special Foods","ml",100
"291702","2917","Fat supplement","Emulsion (strawberry)","420203","Fat","4202","Nutrient Modules","42","Special Foods","ml",100
"291704","2917","Fat supplement","MCT Emulsion, 250 ml","420203","Fat","4202","Nutrient Modules","42","Special Foods","pack",100
"291703","2917","Fat supplement","Oil","420203","Fat","4202","Nutrient Modules","42","Special Foods","ml",100
"402626","4026","Febuxostat","Tab 120 mg","191301","Hyperuricaemia and Antigout","1913","Hyperuricaemia and Antigout","19","Musculoskeletal System","tab",100
"402625","4026","Febuxostat","Tab 80 mg","191301","Hyperuricaemia and Antigout","1913","Hyperuricaemia and Antigout","19","Musculoskeletal System","tab",100
"239802","2398","Felodipine","Tab long-acting 10 mg","72201","Dihydropyridine Calcium Channel Blockers","722","Calcium Channel Blockers","7","Cardiovascular System","tab",99.9914888681047
"239803","2398","Felodipine","Tab long-acting 2.5 mg","72201","Dihydropyridine Calcium Channel Blockers","722","Calcium Channel Blockers","7","Cardiovascular System","tab",99.9772677792049
"239801","2398","Felodipine","Tab long-acting 5 mg","72201","Dihydropyridine Calcium Channel Blockers","722","Calcium Channel Blockers","7","Cardiovascular System","tab",99.9845522351778
"380116","3801","Fentanyl","Inj 50 mcg per ml, 10 ml ampoule","220407","Opioid Analgesics","2204","Analgesics","22","Nervous System","inj",24.6387770113524
"380115","3801","Fentanyl","Inj 50 mcg per ml, 2 ml ampoule","220407","Opioid Analgesics","2204","Analgesics","22","Nervous System","inj",30.7311017699533
"380137","3801","Fentanyl","Patch 100 mcg per hour","220407","Opioid Analgesics","2204","Analgesics","22","Nervous System","patch",95.2253711968314
"380133","3801","Fentanyl","Patch 12.5 mcg per hour","220407","Opioid Analgesics","2204","Analgesics","22","Nervous System","patch",89.9962345260112
"380134","3801","Fentanyl","Patch 25 mcg per hour","220407","Opioid Analgesics","2204","Analgesics","22","Nervous System","patch",91.8731061777256
"380135","3801","Fentanyl","Patch 50 mcg per hour","220407","Opioid Analgesics","2204","Analgesics","22","Nervous System","patch",93.8729943001373
"380136","3801","Fentanyl","Patch 75 mcg per hour","220407","Opioid Analgesics","2204","Analgesics","22","Nervous System","patch",95.7628912036493
"383125","3831","Ferrous fumarate","Tab 200 mg (65 mg elemental)","13830","Iron","138","Minerals","1","Alimentary Tract and Metabolism","tab",99.6862127514892
"386225","3862","Ferrous fumarate with folic acid","Tab 310 mg (100 mg elemental) with folic acid 350 mcg","13830","Iron","138","Minerals","1","Alimentary Tract and Metabolism","tab",99.6465948190865
"329325","3293","Ferrous sulfate","Oral liq 30 mg (6 mg elemental) per 1 ml","13830","Iron","138","Minerals","1","Alimentary Tract and Metabolism","ml",99.9271946016324
"329305","3293","Ferrous sulfate","Tab long-acting 325 mg (105 mg elemental)","13830","Iron","138","Minerals","1","Alimentary Tract and Metabolism","tab",99.9285285404533
"119402","1194","Fexofenadine hydrochloride","Tab 120 mg","280401","Antihistamines","2804","Antihistamines","28","Respiratory System and Allergies","tab",99.9889340499284
"119403","1194","Fexofenadine hydrochloride","Tab 60 mg","280401","Antihistamines","2804","Antihistamines","28","Respiratory System and Allergies","tab",99.9222148303567
"397425","3974","Filgrastim","Inj 300 mcg per 0.5 ml prefilled syringe","40803","Blood Colony-stimulating Factors","408","Blood Colony-stimulating Factors","4","Blood and Blood Forming Organs","inj",100
"397426","3974","Filgrastim","Inj 480 mcg per 0.5 ml prefilled syringe","40803","Blood Colony-stimulating Factors","408","Blood Colony-stimulating Factors","4","Blood and Blood Forming Organs","inj",100
"388125","3881","Finasteride","Tab 5 mg","131901","5-Alpha Reductase Inhibitors","1319","Urinary Agents","13","Genito-Urinary System","tab",100
"403625","4036","Fingolimod","Cap 0.5 mg","222601","Multiple Sclerosis Treatments","2226","Multiple Sclerosis Treatments","22","Nervous System","cap",100
"151004","1510","Flecainide acetate","Cap long-acting 100 mg","71301","Antiarrhythmics","713","Antiarrhythmics","7","Cardiovascular System","cap",99.963585334431
"151005","1510","Flecainide acetate","Cap long-acting 200 mg","71301","Antiarrhythmics","713","Antiarrhythmics","7","Cardiovascular System","cap",99.9849985519436
"151003","1510","Flecainide acetate","Inj 10 mg per ml, 15 ml ampoule","71301","Antiarrhythmics","713","Antiarrhythmics","7","Cardiovascular System","inj",0.342465753424658
"151001","1510","Flecainide acetate","Tab 50 mg","71301","Antiarrhythmics","713","Antiarrhythmics","7","Cardiovascular System","tab",99.9139700139265
"151201","1512","Flucloxacillin","Cap 250 mg","160307","Penicillins","1603","Antibacterials","16","Infections - Agents for Systemic Use","cap",76.0230788628027
"151202","1512","Flucloxacillin","Cap 500 mg","160307","Penicillins","1603","Antibacterials","16","Infections - Agents for Systemic Use","cap",96.366052947196
"151203","1512","Flucloxacillin","Grans for oral liq 25 mg per ml","160307","Penicillins","1603","Antibacterials","16","Infections - Agents for Systemic Use","ml",80.2783970484315
"151204","1512","Flucloxacillin","Grans for oral liq 50 mg per ml","160307","Penicillins","1603","Antibacterials","16","Infections - Agents for Systemic Use","ml",90.6626589966153
"151207","1512","Flucloxacillin","Inj 1 g vial","160307","Penicillins","1603","Antibacterials","16","Infections - Agents for Systemic Use","inj",21.455682071891
"151205","1512","Flucloxacillin","Inj 250 mg vial","160307","Penicillins","1603","Antibacterials","16","Infections - Agents for Systemic Use","inj",62.9213483146067
"151206","1512","Flucloxacillin","Inj 500 mg vial","160307","Penicillins","1603","Antibacterials","16","Infections - Agents for Systemic Use","inj",16.2756952841596
"270902","2709","Fluconazole","Cap 150 mg","160401","Antifungals","1604","Antifungals","16","Infections - Agents for Systemic Use","cap",99.6640447705824
"270903","2709","Fluconazole","Cap 200 mg","160401","Antifungals","1604","Antifungals","16","Infections - Agents for Systemic Use","cap",99.8160610604638
"270901","2709","Fluconazole","Cap 50 mg","160401","Antifungals","1604","Antifungals","16","Infections - Agents for Systemic Use","cap",99.5066461991229
"270925","2709","Fluconazole","Powder for oral suspension 10 mg per ml","160401","Antifungals","1604","Antifungals","16","Infections - Agents for Systemic Use","ml",100
"381027","3810","Fludarabine phosphate","Tab 10 mg","250104","Antimetabolites","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","tab",100
"151501","1515","Fludrocortisone acetate","Tab 100 mcg","140701","Corticosteroids and Related Agents for Systemic Use","1407","Corticosteroids and Related Agents for Systemic Use","14","Hormone Preparations - Systemic Excluding Contraceptive Hormones","tab",99.9595706220086
"151601","1516","Flumetasone pivalate","Ear drops 0.02% with clioquinol 1%","310101","Ear Preparations","3101","Ear Preparations","31","Sensory Organs","ml",98.5247324269598
"152102","1521","Fluocortolone caproate with fluocortolone pivalate and cinchocaine","Oint 950 mcg, with fluocortolone pivalate 920 mcg, and cinchocaine hydrochloride 5 mg per g","10501","Antihaemorrhoidal Preparations","105","Local preparations for Anal and Rectal Disorders","1","Alimentary Tract and Metabolism","g",99.3224113762957
"152101","1521","Fluocortolone caproate with fluocortolone pivalate and cinchocaine","Suppos 630 mcg, with fluocortolone pivalate 610 mcg, and cinchocaine hydrochloride 1 mg","10501","Antihaemorrhoidal Preparations","105","Local preparations for Anal and Rectal Disorders","1","Alimentary Tract and Metabolism","supp",99.765307572986
"152701","1527","Fluorometholone","Eye drops 0.1%","310304","Corticosteroids and Other Anti-Inflammatory Preparations","3103","Eye Preparations","31","Sensory Organs","ml",98.628037475589
"152801","1528","Fluorouracil sodium","Crm 5%","103103","Antineoplastics","1031","Other Skin Preparations","10","Dermatologicals","g",99.6941426601112
"263601","2636","Fluoxetine hydrochloride","Cap 20 mg","220507","Selective Serotonin Reuptake Inhibitors","2205","Antidepressants","22","Nervous System","cap",99.9889051706144
"263602","2636","Fluoxetine hydrochloride","Tab dispersible 20 mg, scored","220507","Selective Serotonin Reuptake Inhibitors","2205","Antidepressants","22","Nervous System","tab",99.9839268078967
"153203","1532","Flupenthixol decanoate","Inj 100 mg per ml, 1 ml","222204","Depot Injections","2222","Antipsychotics","22","Nervous System","inj",73.4170443987725
"153201","1532","Flupenthixol decanoate","Inj 20 mg per ml, 1 ml","222204","Depot Injections","2222","Antipsychotics","22","Nervous System","inj",82.0031468721176
"153202","1532","Flupenthixol decanoate","Inj 20 mg per ml, 2 ml","222204","Depot Injections","2222","Antipsychotics","22","Nervous System","inj",86.1104233721218
"153701","1537","Flutamide","Tab 250 mg","250401","Endocrine Therapy","2504","Endocrine Therapy","25","Oncology Agents and Immunosuppressants","tab",100
"106503","1065","Fluticasone","Aerosol inhaler, 125 mcg per dose","281001","Inhaled Corticosteroids","2810","Inhaled Corticosteroids","28","Respiratory System and Allergies","dose",99.7188150597986
"106504","1065","Fluticasone","Aerosol inhaler, 250 mcg per dose","281001","Inhaled Corticosteroids","2810","Inhaled Corticosteroids","28","Respiratory System and Allergies","dose",99.5967270601987
"106502","1065","Fluticasone","Aerosol inhaler, 50 mcg per dose","281001","Inhaled Corticosteroids","2810","Inhaled Corticosteroids","28","Respiratory System and Allergies","dose",99.5049517492634
"106512","1065","Fluticasone","Powder for inhalation, 100 mcg per dose","281001","Inhaled Corticosteroids","2810","Inhaled Corticosteroids","28","Respiratory System and Allergies","dose",99.96789666503
"106513","1065","Fluticasone","Powder for inhalation, 250 mcg per dose","281001","Inhaled Corticosteroids","2810","Inhaled Corticosteroids","28","Respiratory System and Allergies","dose",99.930992602407
"106511","1065","Fluticasone","Powder for inhalation, 50 mcg per dose","281001","Inhaled Corticosteroids","2810","Inhaled Corticosteroids","28","Respiratory System and Allergies","dose",99.8428026049854
"419825","4198","Fluticasone furoate with umeclidinium and vilanterol","Powder for inhalation fluticasone furoate 100 mcg with umeclidinium 62.5 mcg and vilanterol 25 mcg","283418","Inhaled Corticosteroid with Long-Acting Muscarinic Antagonist and Beta Agonist","2834","Anticholinergic Agents","28","Respiratory System and Allergies","dose",100
"405625","4056","Fluticasone furoate with vilanterol","Powder for inhalation 100 mcg with vilanterol 25 mcg","282404","Inhaled Corticosteroids with Long-Acting Beta-Adrenoceptor Agonists","2824","Inhaled Long-acting Beta-adrenoceptor Agonists","28","Respiratory System and Allergies","dose",99.9095083800771
"390325","3903","Fluticasone propionate","Metered aqueous nasal spray, 50 mcg per dose","285102","Allergy Prophylactics","2851","Nasal Preparations","28","Respiratory System and Allergies","dose",99.8916919518176
"385826","3858","Fluticasone with salmeterol","Aerosol inhaler 125 mcg with salmeterol 25 mcg","282404","Inhaled Corticosteroids with Long-Acting Beta-Adrenoceptor Agonists","2824","Inhaled Long-acting Beta-adrenoceptor Agonists","28","Respiratory System and Allergies","dose",99.8981719284919
"385825","3858","Fluticasone with salmeterol","Aerosol inhaler 50 mcg with salmeterol 25 mcg","282404","Inhaled Corticosteroids with Long-Acting Beta-Adrenoceptor Agonists","2824","Inhaled Long-acting Beta-adrenoceptor Agonists","28","Respiratory System and Allergies","dose",99.7482571649884
"385827","3858","Fluticasone with salmeterol","Powder for inhalation 100 mcg with salmeterol 50 mcg","282404","Inhaled Corticosteroids with Long-Acting Beta-Adrenoceptor Agonists","2824","Inhaled Long-acting Beta-adrenoceptor Agonists","28","Respiratory System and Allergies","dose",99.9342213451735
"385828","3858","Fluticasone with salmeterol","Powder for inhalation 250 mcg with salmeterol 50 mcg","282404","Inhaled Corticosteroids with Long-Acting Beta-Adrenoceptor Agonists","2824","Inhaled Long-acting Beta-adrenoceptor Agonists","28","Respiratory System and Allergies","dose",99.9431291197991
"149803","1498","Folic acid","Oral liq 50 mcg per ml","40104","Megaloblastic","401","Antianaemics","4","Blood and Blood Forming Organs","ml",100
"149825","1498","Folic acid","Tab 0.8 mg","40104","Megaloblastic","401","Antianaemics","4","Blood and Blood Forming Organs","tab",99.3702829683897
"149801","1498","Folic acid","Tab 5 mg","40104","Megaloblastic","401","Antianaemics","4","Blood and Blood Forming Organs","tab",99.8767365262237
"292501","2925","Food thickener","Powder","420801","Food Thickeners","4208","Food Thickeners","42","Special Foods","g",100
"421325","4213","Fosfomycin","Powder for oral solution, 3 g sachet","162301","Urinary Tract Infections","1623","Urinary Tract Infections","16","Infections - Agents for Systemic Use","sach",100
"244003","2440","Framycetin sulphate","Ear/Eye drops 0.5%","310201","Ear/Eye Preparations","3102","Ear/Eye Preparations","31","Sensory Organs","ml",97.7040568148653
"412625","4126","Fulvestrant","Inj 50 mg per ml, 5 ml prefilled syringe","250401","Endocrine Therapy","2504","Endocrine Therapy","25","Oncology Agents and Immunosuppressants","inj",100
"154404","1544","Furosemide [Frusemide]","Inj 10 mg per ml, 2 ml ampoule","73101","Loop Diuretics","731","Diuretics","7","Cardiovascular System","inj",17.7333666677084
"154406","1544","Furosemide [Frusemide]","Inj 10 mg per ml, 25 ml ampoule","73101","Loop Diuretics","731","Diuretics","7","Cardiovascular System","inf",81.2007693716798
"154403","1544","Furosemide [Frusemide]","Oral liq 10 mg per ml","73101","Loop Diuretics","731","Diuretics","7","Cardiovascular System","ml",99.7796792539837
"154401","1544","Furosemide [Frusemide]","Tab 40 mg","73101","Loop Diuretics","731","Diuretics","7","Cardiovascular System","tab",99.8844152256638
"154402","1544","Furosemide [Frusemide]","Tab 500 mg","73101","Loop Diuretics","731","Diuretics","7","Cardiovascular System","tab",99.8785425194416
"106225","1062","Gabapentin","Cap 100 mg","220702","Control of Epilepsy","2207","Antiepilepsy Drugs","22","Nervous System","cap",99.740578998457
"106201","1062","Gabapentin","Cap 300 mg","220702","Control of Epilepsy","2207","Antiepilepsy Drugs","22","Nervous System","cap",99.8498933006452
"106202","1062","Gabapentin","Cap 400 mg","220702","Control of Epilepsy","2207","Antiepilepsy Drugs","22","Nervous System","cap",99.920651289023
"404625","4046","Ganciclovir","Eye gel 0.15%","310301","Anti-Infective Preparations","3103","Eye Preparations","31","Sensory Organs","g",100
"396625","3966","Gefitinib","Tab 250 mg","250109","Protein-tyrosine Kinase Inhibitors","2501","Chemotherapeutic Agents","25","Oncology Agents and Immunosuppressants","tab",100
"155325","1553","Gemfibrozil","Tab 600 mg","73201","Fibrates","732","Lipid-Modifying Agents","7","Cardiovascular System","tab",99.9937438136372
"155405","1554","Gentamicin sulphate","Eye drops 0.3%","310301","Anti-Infective Preparations","3103","Eye Preparations","31","Sensory Organs","ml",58.2720588235294
"155401","1554","Gentamicin sulphate","Inj 10 mg per ml, 1 ml ampoule","160313","Other Antibiotics","1603","Antibacterials","16","Infections - Agents for Systemic Use","inj",97.6633190812369
