STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,YEAR_POPES_SUB_002,Year at 30 June,SEX_POPES_SUB_002,Sex,AGE_POPES_SUB_002,Age,AREA_POPES_SUB_002,Area,OBS_VALUE,Observation value
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",14,65-69 years,202,Bay of Plenty,15650,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",16,75-79 years,101,Waitematā,20430,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",18,85-89 years,200,Waikato,5820,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",17,80-84 years,403,South Canterbury,1970,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",17,80-84 years,404,Southern,8290,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",19,90 years and over,400,Nelson Marlborough,1410,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",18,85-89 years,300,Hawke's Bay,2540,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",16,75-79 years,400,Nelson Marlborough,8730,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",19,90 years and over,204,Taranaki,1060,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",14,65-69 years,301,Whanganui,4520,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",4,65 years and over,403,South Canterbury,14500,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",14,65-69 years,403,South Canterbury,4110,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",19,90 years and over,401,West Coast,210,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",14,65-69 years,200,Waikato,24360,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",18,85-89 years,402,Canterbury,8040,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",17,80-84 years,900,Area outside health district,5,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",15,70-74 years,301,Whanganui,3900,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",18,85-89 years,201,Lakes,1390,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",4,65 years and over,402,Canterbury,109000,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",19,90 years and over,201,Lakes,740,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",18,85-89 years,204,Taranaki,1900,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",4,65 years and over,103,Counties Manukau,77200,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",19,90 years and over,101,Waitematā,4410,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",18,85-89 years,103,Counties Manukau,5210,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",19,90 years and over,100,Northland,1410,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",16,75-79 years,302,MidCentral,7900,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",15,70-74 years,900,Area outside health district,20,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",18,85-89 years,302,MidCentral,2860,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",15,70-74 years,400,Nelson Marlborough,9940,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",18,85-89 years,401,West Coast,460,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",4,65 years and over,404,Southern,66300,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",18,85-89 years,203,Tairāwhiti,600,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",4,65 years and over,204,Taranaki,25800,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",16,75-79 years,401,West Coast,1740,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",4,65 years and over,300,Hawke's Bay,35600,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",16,75-79 years,100,Northland,9700,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",4,65 years and over,302,MidCentral,37700,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",14,65-69 years,401,West Coast,2800,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",18,85-89 years,100,Northland,2960,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",14,65-69 years,302,MidCentral,11020,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",4,65 years and over,303,"Capital, Coast and Hutt Valley",72900,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",14,65-69 years,900,Area outside health district,25,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",16,75-79 years,103,Counties Manukau,15020,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",17,80-84 years,300,Hawke's Bay,4810,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",16,75-79 years,204,Taranaki,5330,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",14,65-69 years,102,Auckland,21210,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",16,75-79 years,403,South Canterbury,3150,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",14,65-69 years,404,Southern,20490,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",19,90 years and over,404,Southern,2470,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",16,75-79 years,900,Area outside health district,15,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",19,90 years and over,402,Canterbury,4250,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",17,80-84 years,200,Waikato,10850,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",16,75-79 years,301,Whanganui,3280,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",17,80-84 years,301,Whanganui,1970,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",17,80-84 years,304,Wairarapa,1640,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",4,65 years and over,102,Auckland,68400,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",4,65 years and over,400,Nelson Marlborough,39300,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",15,70-74 years,102,Auckland,17110,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",18,85-89 years,102,Auckland,5110,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",18,85-89 years,400,Nelson Marlborough,2750,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",19,90 years and over,301,Whanganui,510,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",17,80-84 years,302,MidCentral,5110,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",15,70-74 years,404,Southern,16840,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",15,70-74 years,200,Waikato,20780,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",17,80-84 years,202,Bay of Plenty,8110,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",17,80-84 years,102,Auckland,8480,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",17,80-84 years,303,"Capital, Coast and Hutt Valley",9630,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",15,70-74 years,403,South Canterbury,3640,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",4,65 years and over,304,Wairarapa,12500,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",15,70-74 years,202,Bay of Plenty,14060,
DATAFLOW,STATSNZ:POPES_SUB_002(1.0),"Subnational population estimates (Health regions and Health districts), by age and sex, at 30 June 1996-25 (2023 boundaries)",I,2025,2025,3,"Total people, sex",15,70-74 years,300,Hawke's Bay,8900,
