"Type","ChemID","Chemical","District","YearDisp","NumDisps","NumPpl","NHIComp"
"Dispensings","2905","Aminoacid formula without phenylalanine","Bay of Plenty",2020,"13","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","New Zealand",2020,"902","115",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Waikato",2021,"105","14",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Southern",2021,"45","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Canterbury",2021,"75","13",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Waitemata",2021,"136","21",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Capital & Coast",2021,"102","9",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Hutt Valley",2021,"34","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Nelson Marlborough",2021,"29","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","MidCentral",2021,"83","8",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Auckland",2021,"29","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Northland",2021,"84","10",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Counties Manukau",2021,"45","10",100
"Dispensings","2905","Aminoacid formula without phenylalanine","West Coast",2021,"<6","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Bay of Plenty",2021,"16","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Lakes",2021,"12","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Hawke's Bay",2021,"30","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","South Canterbury",2021,"11","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Taranaki",2021,"30","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Wairarapa",2021,"9","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Whanganui",2021,"<6","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","New Zealand",2021,"881","120",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Capital & Coast",2022,"74","9",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Waitemata",2022,"114","23",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Auckland",2022,"27","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Southern",2022,"45","9",100
"Dispensings","2905","Aminoacid formula without phenylalanine","MidCentral",2022,"44","8",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Counties Manukau",2022,"44","7",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Canterbury",2022,"58","11",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Taranaki",2022,"45","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Northland",2022,"92","8",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Wairarapa",2022,"8","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Hawke's Bay",2022,"25","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Hutt Valley",2022,"39","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Nelson Marlborough",2022,"28","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Waikato",2022,"88","13",100
"Dispensings","2905","Aminoacid formula without phenylalanine","South Canterbury",2022,"11","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Lakes",2022,"17","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Bay of Plenty",2022,"<6","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","New Zealand",2022,"760","116",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Northland",2023,"60","8",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Southern",2023,"46","10",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Nelson Marlborough",2023,"36","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Taranaki",2023,"31","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Hawke's Bay",2023,"23","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Waitemata",2023,"91","23",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Hutt Valley",2023,"33","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Counties Manukau",2023,"47","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Capital & Coast",2023,"54","6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Canterbury",2023,"99","11",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Auckland",2023,"18","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Waikato",2023,"79","14",100
"Dispensings","2905","Aminoacid formula without phenylalanine","MidCentral",2023,"53","8",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Lakes",2023,"7","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","South Canterbury",2023,"12","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Wairarapa",2023,"6","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Bay of Plenty",2023,"<6","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","New Zealand",2023,"696","114",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Southern",2024,"37","8",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Hawke's Bay",2024,"25","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Canterbury",2024,"63","10",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Waikato",2024,"76","11",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Waitemata",2024,"85","23",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Nelson Marlborough",2024,"25","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Capital & Coast",2024,"25","6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Taranaki",2024,"33","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","South Canterbury",2024,"<6","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Hutt Valley",2024,"24","6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Auckland",2024,"19","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Counties Manukau",2024,"19","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","MidCentral",2024,"40","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Northland",2024,"21","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Bay of Plenty",2024,"<6","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","Wairarapa",2024,"<6","<6",100
"Dispensings","2905","Aminoacid formula without phenylalanine","New Zealand",2024,"499","96",100
"Initial dispensings","4184","Aminoacid formula without phenylalanine and tyrosine","Auckland",2024,"<6","<6",100
"Initial dispensings","4184","Aminoacid formula without phenylalanine and tyrosine","New Zealand",2024,"<6","<6",100
"Dispensings","4184","Aminoacid formula without phenylalanine and tyrosine","Auckland",2024,"<6","<6",100
"Dispensings","4184","Aminoacid formula without phenylalanine and tyrosine","New Zealand",2024,"<6","<6",100
"Initial dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Hawke's Bay",2020,"<6","<6",100
"Initial dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","New Zealand",2020,"<6","<6",100
"Initial dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Southern",2021,"<6","<6",100
"Initial dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Hawke's Bay",2021,"<6","<6",100
"Initial dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","New Zealand",2021,"<6","<6",100
"Initial dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Hawke's Bay",2022,"<6","<6",100
"Initial dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Southern",2022,"<6","<6",100
"Initial dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","New Zealand",2022,"<6","<6",100
"Initial dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Hawke's Bay",2023,"<6","<6",100
"Initial dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","New Zealand",2023,"<6","<6",100
"Initial dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Hawke's Bay",2024,"<6","<6",100
"Initial dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Capital & Coast",2024,"<6","<6",100
"Initial dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Nelson Marlborough",2024,"<6","<6",100
"Initial dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Canterbury",2024,"<6","<6",100
"Initial dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Wairarapa",2024,"<6","<6",100
"Initial dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","New Zealand",2024,"12","7",100
"Dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Hawke's Bay",2020,"11","<6",100
"Dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","New Zealand",2020,"11","<6",100
"Dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Southern",2021,"<6","<6",100
"Dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Hawke's Bay",2021,"<6","<6",100
"Dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","New Zealand",2021,"7","<6",100
"Dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Hawke's Bay",2022,"10","<6",100
"Dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Southern",2022,"<6","<6",100
"Dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","New Zealand",2022,"11","<6",100
"Dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Hawke's Bay",2023,"9","<6",100
"Dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","New Zealand",2023,"9","<6",100
"Dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Hawke's Bay",2024,"11","<6",100
"Dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Capital & Coast",2024,"<6","<6",100
"Dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Nelson Marlborough",2024,"<6","<6",100
"Dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Canterbury",2024,"<6","<6",100
"Dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","Wairarapa",2024,"<6","<6",100
"Dispensings","2906","Aminoacid formula without valine, leucine and isoleucine","New Zealand",2024,"21","7",100
"Initial dispensings","1056","Aminophylline","Northland",2023,"<6","<6",100
"Initial dispensings","1056","Aminophylline","New Zealand",2023,"<6","<6",100
"Initial dispensings","1056","Aminophylline","Auckland",2024,"<6","<6",100
"Initial dispensings","1056","Aminophylline","New Zealand",2024,"<6","<6",100
"Dispensings","1056","Aminophylline","Northland",2023,"<6","<6",100
"Dispensings","1056","Aminophylline","New Zealand",2023,"<6","<6",100
"Dispensings","1056","Aminophylline","Auckland",2024,"<6","<6",100
"Dispensings","1056","Aminophylline","New Zealand",2024,"<6","<6",100
"Initial dispensings","1057","Amiodarone hydrochloride","Waikato",2020,"1123","371",100
"Initial dispensings","1057","Amiodarone hydrochloride","Auckland",2020,"2273","664",100
"Initial dispensings","1057","Amiodarone hydrochloride","Nelson Marlborough",2020,"728","236",100
"Initial dispensings","1057","Amiodarone hydrochloride","Bay of Plenty",2020,"1606","496",100
"Initial dispensings","1057","Amiodarone hydrochloride","Waitemata",2020,"2286","662",100
"Initial dispensings","1057","Amiodarone hydrochloride","Canterbury",2020,"1923","606",100
"Initial dispensings","1057","Amiodarone hydrochloride","Counties Manukau",2020,"3409","1030",100
"Initial dispensings","1057","Amiodarone hydrochloride","Hawke's Bay",2020,"1479","455",100
"Initial dispensings","1057","Amiodarone hydrochloride","MidCentral",2020,"717","221",100
"Initial dispensings","1057","Amiodarone hydrochloride","Hutt Valley",2020,"259","91",100
"Initial dispensings","1057","Amiodarone hydrochloride","Whanganui",2020,"604","176",100
"Initial dispensings","1057","Amiodarone hydrochloride","Northland",2020,"1000","301",100
"Initial dispensings","1057","Amiodarone hydrochloride","Southern",2020,"1087","373",100
"Initial dispensings","1057","Amiodarone hydrochloride","Capital & Coast",2020,"853","311",100
"Initial dispensings","1057","Amiodarone hydrochloride","Lakes",2020,"419","141",100
"Initial dispensings","1057","Amiodarone hydrochloride","Wairarapa",2020,"263","83",100
"Initial dispensings","1057","Amiodarone hydrochloride","Taranaki",2020,"458","173",100
"Initial dispensings","1057","Amiodarone hydrochloride","Tairawhiti",2020,"122","50",100
"Initial dispensings","1057","Amiodarone hydrochloride","South Canterbury",2020,"223","75",100
"Initial dispensings","1057","Amiodarone hydrochloride","West Coast",2020,"139","48",100
"Initial dispensings","1057","Amiodarone hydrochloride","New Zealand",2020,"20971","6563",100
"Initial dispensings","1057","Amiodarone hydrochloride","Auckland",2021,"2499","767",100
"Initial dispensings","1057","Amiodarone hydrochloride","Waikato",2021,"1149","406",100
"Initial dispensings","1057","Amiodarone hydrochloride","Hawke's Bay",2021,"1623","522",100
"Initial dispensings","1057","Amiodarone hydrochloride","Counties Manukau",2021,"3644","1038",100
"Initial dispensings","1057","Amiodarone hydrochloride","Canterbury",2021,"1908","601",100
"Initial dispensings","1057","Amiodarone hydrochloride","Waitemata",2021,"2511","709",100
"Initial dispensings","1057","Amiodarone hydrochloride","Northland",2021,"1055","326",100
"Initial dispensings","1057","Amiodarone hydrochloride","Bay of Plenty",2021,"1756","534",100
"Initial dispensings","1057","Amiodarone hydrochloride","South Canterbury",2021,"191","60",100
"Initial dispensings","1057","Amiodarone hydrochloride","Whanganui",2021,"572","173",100
"Initial dispensings","1057","Amiodarone hydrochloride","MidCentral",2021,"865","255",100
"Initial dispensings","1057","Amiodarone hydrochloride","Capital & Coast",2021,"933","350",100
"Initial dispensings","1057","Amiodarone hydrochloride","Nelson Marlborough",2021,"841","262",100
"Initial dispensings","1057","Amiodarone hydrochloride","Southern",2021,"1004","348",100
"Initial dispensings","1057","Amiodarone hydrochloride","Lakes",2021,"479","155",100
"Initial dispensings","1057","Amiodarone hydrochloride","Hutt Valley",2021,"243","88",100
"Initial dispensings","1057","Amiodarone hydrochloride","Taranaki",2021,"498","181",100
"Initial dispensings","1057","Amiodarone hydrochloride","Wairarapa",2021,"344","107",100
"Initial dispensings","1057","Amiodarone hydrochloride","West Coast",2021,"128","40",100
"Initial dispensings","1057","Amiodarone hydrochloride","Tairawhiti",2021,"91","43",100
"Initial dispensings","1057","Amiodarone hydrochloride","New Zealand",2021,"22334","6965",100
"Initial dispensings","1057","Amiodarone hydrochloride","Tairawhiti",2022,"108","36",100
"Initial dispensings","1057","Amiodarone hydrochloride","Northland",2022,"1214","409",100
"Initial dispensings","1057","Amiodarone hydrochloride","Auckland",2022,"3016","921",100
"Initial dispensings","1057","Amiodarone hydrochloride","Whanganui",2022,"568","173",100
"Initial dispensings","1057","Amiodarone hydrochloride","Waitemata",2022,"2605","763",100
"Initial dispensings","1057","Amiodarone hydrochloride","Counties Manukau",2022,"3797","1115",100
"Initial dispensings","1057","Amiodarone hydrochloride","Southern",2022,"903","299",100
"Initial dispensings","1057","Amiodarone hydrochloride","Waikato",2022,"1206","419",100
"Initial dispensings","1057","Amiodarone hydrochloride","Bay of Plenty",2022,"1757","542",100
"Initial dispensings","1057","Amiodarone hydrochloride","MidCentral",2022,"860","249",100
"Initial dispensings","1057","Amiodarone hydrochloride","Lakes",2022,"442","144",100
"Initial dispensings","1057","Amiodarone hydrochloride","Canterbury",2022,"1833","573",100
"Initial dispensings","1057","Amiodarone hydrochloride","Capital & Coast",2022,"973","347",100
"Initial dispensings","1057","Amiodarone hydrochloride","South Canterbury",2022,"225","72",100
"Initial dispensings","1057","Amiodarone hydrochloride","Nelson Marlborough",2022,"825","275",100
"Initial dispensings","1057","Amiodarone hydrochloride","Wairarapa",2022,"381","119",100
"Initial dispensings","1057","Amiodarone hydrochloride","Taranaki",2022,"406","149",100
"Initial dispensings","1057","Amiodarone hydrochloride","Hawke's Bay",2022,"1817","579",100
"Initial dispensings","1057","Amiodarone hydrochloride","Hutt Valley",2022,"296","109",100
"Initial dispensings","1057","Amiodarone hydrochloride","West Coast",2022,"144","45",100
"Initial dispensings","1057","Amiodarone hydrochloride","New Zealand",2022,"23376","7338",100
"Initial dispensings","1057","Amiodarone hydrochloride","Waitemata",2023,"2726","809",100
"Initial dispensings","1057","Amiodarone hydrochloride","Hawke's Bay",2023,"1873","616",100
"Initial dispensings","1057","Amiodarone hydrochloride","MidCentral",2023,"959","277",100
"Initial dispensings","1057","Amiodarone hydrochloride","Lakes",2023,"459","159",100
"Initial dispensings","1057","Amiodarone hydrochloride","Auckland",2023,"3268","960",100
"Initial dispensings","1057","Amiodarone hydrochloride","Bay of Plenty",2023,"1973","596",100
"Initial dispensings","1057","Amiodarone hydrochloride","Capital & Coast",2023,"1085","385",100
"Initial dispensings","1057","Amiodarone hydrochloride","Wairarapa",2023,"333","105",100
"Initial dispensings","1057","Amiodarone hydrochloride","Waikato",2023,"1513","512",100
"Initial dispensings","1057","Amiodarone hydrochloride","West Coast",2023,"158","52",100
"Initial dispensings","1057","Amiodarone hydrochloride","Northland",2023,"1374","440",100
"Initial dispensings","1057","Amiodarone hydrochloride","Counties Manukau",2023,"4296","1301",100
"Initial dispensings","1057","Amiodarone hydrochloride","Canterbury",2023,"1846","589",100
"Initial dispensings","1057","Amiodarone hydrochloride","Whanganui",2023,"672","198",100
"Initial dispensings","1057","Amiodarone hydrochloride","Nelson Marlborough",2023,"797","253",100
"Initial dispensings","1057","Amiodarone hydrochloride","Southern",2023,"865","309",100
"Initial dispensings","1057","Amiodarone hydrochloride","Tairawhiti",2023,"112","43",100
"Initial dispensings","1057","Amiodarone hydrochloride","Taranaki",2023,"423","159",100
"Initial dispensings","1057","Amiodarone hydrochloride","South Canterbury",2023,"246","72",100
"Initial dispensings","1057","Amiodarone hydrochloride","Hutt Valley",2023,"329","120",100
"Initial dispensings","1057","Amiodarone hydrochloride","New Zealand",2023,"25307","7955",100
"Initial dispensings","1057","Amiodarone hydrochloride","Counties Manukau",2024,"4894","1464",100
"Initial dispensings","1057","Amiodarone hydrochloride","Auckland",2024,"3418","1056",100
"Initial dispensings","1057","Amiodarone hydrochloride","Whanganui",2024,"719","231",100
"Initial dispensings","1057","Amiodarone hydrochloride","Southern",2024,"1013","348",100
"Initial dispensings","1057","Amiodarone hydrochloride","Waikato",2024,"1796","572",100
"Initial dispensings","1057","Amiodarone hydrochloride","Bay of Plenty",2024,"2111","657",100
"Initial dispensings","1057","Amiodarone hydrochloride","Wairarapa",2024,"390","129",100
"Initial dispensings","1057","Amiodarone hydrochloride","Waitemata",2024,"3089","952",100
"Initial dispensings","1057","Amiodarone hydrochloride","Canterbury",2024,"1721","546",100
"Initial dispensings","1057","Amiodarone hydrochloride","Nelson Marlborough",2024,"797","237",100
"Initial dispensings","1057","Amiodarone hydrochloride","Hawke's Bay",2024,"1953","619",100
"Initial dispensings","1057","Amiodarone hydrochloride","Northland",2024,"1438","459",100
"Initial dispensings","1057","Amiodarone hydrochloride","MidCentral",2024,"983","299",100
"Initial dispensings","1057","Amiodarone hydrochloride","Lakes",2024,"490","177",100
"Initial dispensings","1057","Amiodarone hydrochloride","Tairawhiti",2024,"175","57",100
"Initial dispensings","1057","Amiodarone hydrochloride","Capital & Coast",2024,"1088","383",100
"Initial dispensings","1057","Amiodarone hydrochloride","Taranaki",2024,"442","168",100
"Initial dispensings","1057","Amiodarone hydrochloride","Hutt Valley",2024,"409","137",100
"Initial dispensings","1057","Amiodarone hydrochloride","West Coast",2024,"180","51",100
"Initial dispensings","1057","Amiodarone hydrochloride","South Canterbury",2024,"248","82",100
"Initial dispensings","1057","Amiodarone hydrochloride","New Zealand",2024,"27354","8624",100
"Dispensings","1057","Amiodarone hydrochloride","Waikato",2020,"2782","380",100
"Dispensings","1057","Amiodarone hydrochloride","Auckland",2020,"5060","682",100
"Dispensings","1057","Amiodarone hydrochloride","Nelson Marlborough",2020,"1768","240",100
"Dispensings","1057","Amiodarone hydrochloride","Bay of Plenty",2020,"4224","509",100
"Dispensings","1057","Amiodarone hydrochloride","Waitemata",2020,"5151","679",100
"Dispensings","1057","Amiodarone hydrochloride","Canterbury",2020,"5539","619",100
"Dispensings","1057","Amiodarone hydrochloride","Counties Manukau",2020,"8036","1056",100
"Dispensings","1057","Amiodarone hydrochloride","Hawke's Bay",2020,"4372","465",100
"Dispensings","1057","Amiodarone hydrochloride","MidCentral",2020,"1877","224",100
"Dispensings","1057","Amiodarone hydrochloride","Hutt Valley",2020,"719","95",100
"Dispensings","1057","Amiodarone hydrochloride","Whanganui",2020,"1409","181",100
"Dispensings","1057","Amiodarone hydrochloride","Northland",2020,"2168","309",100
"Dispensings","1057","Amiodarone hydrochloride","Southern",2020,"2990","383",100
"Dispensings","1057","Amiodarone hydrochloride","Capital & Coast",2020,"1972","315",100
"Dispensings","1057","Amiodarone hydrochloride","Lakes",2020,"1014","146",100
"Dispensings","1057","Amiodarone hydrochloride","Wairarapa",2020,"648","85",100
"Dispensings","1057","Amiodarone hydrochloride","Taranaki",2020,"1035","177",100
"Dispensings","1057","Amiodarone hydrochloride","Tairawhiti",2020,"339","51",100
"Dispensings","1057","Amiodarone hydrochloride","South Canterbury",2020,"803","78",100
"Dispensings","1057","Amiodarone hydrochloride","West Coast",2020,"370","50",100
"Dispensings","1057","Amiodarone hydrochloride","New Zealand",2020,"52276","6724",100
"Dispensings","1057","Amiodarone hydrochloride","Auckland",2021,"5496","786",100
"Dispensings","1057","Amiodarone hydrochloride","Waikato",2021,"2691","415",100
"Dispensings","1057","Amiodarone hydrochloride","Hawke's Bay",2021,"4868","538",100
"Dispensings","1057","Amiodarone hydrochloride","Counties Manukau",2021,"8857","1072",100
"Dispensings","1057","Amiodarone hydrochloride","Canterbury",2021,"5318","615",100
"Dispensings","1057","Amiodarone hydrochloride","Waitemata",2021,"5659","727",100
"Dispensings","1057","Amiodarone hydrochloride","Northland",2021,"2209","330",100
"Dispensings","1057","Amiodarone hydrochloride","Bay of Plenty",2021,"4590","546",100
"Dispensings","1057","Amiodarone hydrochloride","South Canterbury",2021,"667","60",100
"Dispensings","1057","Amiodarone hydrochloride","Whanganui",2021,"1417","179",100
"Dispensings","1057","Amiodarone hydrochloride","MidCentral",2021,"2083","260",100
"Dispensings","1057","Amiodarone hydrochloride","Capital & Coast",2021,"2084","356",100
"Dispensings","1057","Amiodarone hydrochloride","Nelson Marlborough",2021,"2035","263",100
"Dispensings","1057","Amiodarone hydrochloride","Southern",2021,"2853","356",100
"Dispensings","1057","Amiodarone hydrochloride","Lakes",2021,"1130","160",100
"Dispensings","1057","Amiodarone hydrochloride","Hutt Valley",2021,"663","94",100
"Dispensings","1057","Amiodarone hydrochloride","Taranaki",2021,"1012","186",100
"Dispensings","1057","Amiodarone hydrochloride","Wairarapa",2021,"867","112",100
"Dispensings","1057","Amiodarone hydrochloride","West Coast",2021,"376","40",100
"Dispensings","1057","Amiodarone hydrochloride","Tairawhiti",2021,"293","45",100
"Dispensings","1057","Amiodarone hydrochloride","New Zealand",2021,"55168","7140",100
"Dispensings","1057","Amiodarone hydrochloride","Tairawhiti",2022,"240","37",100
"Dispensings","1057","Amiodarone hydrochloride","Northland",2022,"2577","414",100
"Dispensings","1057","Amiodarone hydrochloride","Auckland",2022,"6460","942",100
"Dispensings","1057","Amiodarone hydrochloride","Whanganui",2022,"1394","178",100
"Dispensings","1057","Amiodarone hydrochloride","Waitemata",2022,"5823","787",100
"Dispensings","1057","Amiodarone hydrochloride","Counties Manukau",2022,"9201","1140",100
"Dispensings","1057","Amiodarone hydrochloride","Southern",2022,"2413","312",100
"Dispensings","1057","Amiodarone hydrochloride","Waikato",2022,"2764","428",100
"Dispensings","1057","Amiodarone hydrochloride","Bay of Plenty",2022,"4213","558",100
"Dispensings","1057","Amiodarone hydrochloride","MidCentral",2022,"2095","254",100
"Dispensings","1057","Amiodarone hydrochloride","Lakes",2022,"1120","149",100
"Dispensings","1057","Amiodarone hydrochloride","Canterbury",2022,"5175","586",100
"Dispensings","1057","Amiodarone hydrochloride","Capital & Coast",2022,"2257","355",100
"Dispensings","1057","Amiodarone hydrochloride","South Canterbury",2022,"644","73",100
"Dispensings","1057","Amiodarone hydrochloride","Nelson Marlborough",2022,"2053","282",100
"Dispensings","1057","Amiodarone hydrochloride","Wairarapa",2022,"977","122",100
"Dispensings","1057","Amiodarone hydrochloride","Taranaki",2022,"872","152",100
"Dispensings","1057","Amiodarone hydrochloride","Hawke's Bay",2022,"5797","598",100
"Dispensings","1057","Amiodarone hydrochloride","Hutt Valley",2022,"808","111",100
"Dispensings","1057","Amiodarone hydrochloride","West Coast",2022,"379","47",100
"Dispensings","1057","Amiodarone hydrochloride","New Zealand",2022,"57262","7525",100
"Dispensings","1057","Amiodarone hydrochloride","Waitemata",2023,"6072","826",100
"Dispensings","1057","Amiodarone hydrochloride","Hawke's Bay",2023,"5760","633",100
"Dispensings","1057","Amiodarone hydrochloride","MidCentral",2023,"2339","282",100
"Dispensings","1057","Amiodarone hydrochloride","Lakes",2023,"1129","163",100
"Dispensings","1057","Amiodarone hydrochloride","Auckland",2023,"7010","992",100
"Dispensings","1057","Amiodarone hydrochloride","Bay of Plenty",2023,"4785","611",100
"Dispensings","1057","Amiodarone hydrochloride","Capital & Coast",2023,"2518","398",100
"Dispensings","1057","Amiodarone hydrochloride","Wairarapa",2023,"840","107",100
"Dispensings","1057","Amiodarone hydrochloride","Waikato",2023,"3399","524",100
"Dispensings","1057","Amiodarone hydrochloride","West Coast",2023,"411","52",100
"Dispensings","1057","Amiodarone hydrochloride","Northland",2023,"2907","456",100
"Dispensings","1057","Amiodarone hydrochloride","Counties Manukau",2023,"10194","1339",100
"Dispensings","1057","Amiodarone hydrochloride","Canterbury",2023,"5188","598",100
"Dispensings","1057","Amiodarone hydrochloride","Whanganui",2023,"1552","199",100
"Dispensings","1057","Amiodarone hydrochloride","Nelson Marlborough",2023,"1922","262",100
"Dispensings","1057","Amiodarone hydrochloride","Southern",2023,"2205","319",100
"Dispensings","1057","Amiodarone hydrochloride","Tairawhiti",2023,"233","43",100
"Dispensings","1057","Amiodarone hydrochloride","Taranaki",2023,"864","161",100
"Dispensings","1057","Amiodarone hydrochloride","South Canterbury",2023,"771","73",100
"Dispensings","1057","Amiodarone hydrochloride","Hutt Valley",2023,"856","122",100
"Dispensings","1057","Amiodarone hydrochloride","New Zealand",2023,"60955","8160",100
"Dispensings","1057","Amiodarone hydrochloride","Counties Manukau",2024,"11412","1499",100
"Dispensings","1057","Amiodarone hydrochloride","Auckland",2024,"7487","1084",100
"Dispensings","1057","Amiodarone hydrochloride","Whanganui",2024,"1675","234",100
"Dispensings","1057","Amiodarone hydrochloride","Southern",2024,"2342","361",100
"Dispensings","1057","Amiodarone hydrochloride","Waikato",2024,"4097","588",100
"Dispensings","1057","Amiodarone hydrochloride","Bay of Plenty",2024,"5025","673",100
"Dispensings","1057","Amiodarone hydrochloride","Wairarapa",2024,"984","134",100
"Dispensings","1057","Amiodarone hydrochloride","Waitemata",2024,"6718","975",100
"Dispensings","1057","Amiodarone hydrochloride","Canterbury",2024,"5119","564",100
"Dispensings","1057","Amiodarone hydrochloride","Nelson Marlborough",2024,"1882","244",100
"Dispensings","1057","Amiodarone hydrochloride","Hawke's Bay",2024,"5991","642",100
"Dispensings","1057","Amiodarone hydrochloride","Northland",2024,"3023","470",100
"Dispensings","1057","Amiodarone hydrochloride","MidCentral",2024,"2460","309",100
"Dispensings","1057","Amiodarone hydrochloride","Lakes",2024,"1168","178",100
"Dispensings","1057","Amiodarone hydrochloride","Tairawhiti",2024,"377","59",100
"Dispensings","1057","Amiodarone hydrochloride","Capital & Coast",2024,"2512","394",100
"Dispensings","1057","Amiodarone hydrochloride","Taranaki",2024,"975","174",100
"Dispensings","1057","Amiodarone hydrochloride","Hutt Valley",2024,"901","144",100
