"Type","ChemID","Chemical","District","YearDisp","NumDisps","NumPpl","NHIComp"
"Dispensings","4050","Prednisolone sodium phosphate","Hutt Valley",2024,"238","70",100
"Dispensings","4050","Prednisolone sodium phosphate","Auckland",2024,"70","22",100
"Dispensings","4050","Prednisolone sodium phosphate","MidCentral",2024,"63","19",100
"Dispensings","4050","Prednisolone sodium phosphate","Waitemata",2024,"139","42",100
"Dispensings","4050","Prednisolone sodium phosphate","Tairawhiti",2024,"<6","<6",100
"Dispensings","4050","Prednisolone sodium phosphate","South Canterbury",2024,"15","<6",100
"Dispensings","4050","Prednisolone sodium phosphate","Taranaki",2024,"69","18",100
"Dispensings","4050","Prednisolone sodium phosphate","Whanganui",2024,"17","<6",100
"Dispensings","4050","Prednisolone sodium phosphate","West Coast",2024,"<6","<6",100
"Dispensings","4050","Prednisolone sodium phosphate","New Zealand",2024,"1999","611",100
"Initial dispensings","2038","Prednisone","Capital & Coast",2020,"30178","15266",100
"Initial dispensings","2038","Prednisone","Southern",2020,"38568","17069",100
"Initial dispensings","2038","Prednisone","Counties Manukau",2020,"62126","31774",100
"Initial dispensings","2038","Prednisone","MidCentral",2020,"26142","12379",100
"Initial dispensings","2038","Prednisone","Waikato",2020,"57639","28171",100
"Initial dispensings","2038","Prednisone","Hawke's Bay",2020,"28586","12374",100
"Initial dispensings","2038","Prednisone","Canterbury",2020,"68018","29136",100
"Initial dispensings","2038","Prednisone","Waitemata",2020,"61621","31642",100
"Initial dispensings","2038","Prednisone","Northland",2020,"27351","12241",100
"Initial dispensings","2038","Prednisone","Bay of Plenty",2020,"35957","16848",100
"Initial dispensings","2038","Prednisone","Tairawhiti",2020,"7985","3661",100
"Initial dispensings","2038","Prednisone","Taranaki",2020,"16544","7483",100
"Initial dispensings","2038","Prednisone","Auckland",2020,"43434","22475",100
"Initial dispensings","2038","Prednisone","Nelson Marlborough",2020,"23213","9406",100
"Initial dispensings","2038","Prednisone","Wairarapa",2020,"7184","3410",100
"Initial dispensings","2038","Prednisone","West Coast",2020,"4901","2049",100
"Initial dispensings","2038","Prednisone","Lakes",2020,"14714","6714",100
"Initial dispensings","2038","Prednisone","Hutt Valley",2020,"17029","8466",100
"Initial dispensings","2038","Prednisone","South Canterbury",2020,"7379","3667",100
"Initial dispensings","2038","Prednisone","Whanganui",2020,"12851","5944",100
"Initial dispensings","2038","Prednisone","New Zealand",2020,"591420","280175",100
"Initial dispensings","2038","Prednisone","Counties Manukau",2021,"63099","32206",100
"Initial dispensings","2038","Prednisone","Auckland",2021,"44870","22951",100
"Initial dispensings","2038","Prednisone","Waikato",2021,"58338","29078",100
"Initial dispensings","2038","Prednisone","Canterbury",2021,"70732","30460",100
"Initial dispensings","2038","Prednisone","Waitemata",2021,"62383","32177",100
"Initial dispensings","2038","Prednisone","Hutt Valley",2021,"17294","8651",100
"Initial dispensings","2038","Prednisone","Northland",2021,"28368","12864",100
"Initial dispensings","2038","Prednisone","Bay of Plenty",2021,"36617","17455",100
"Initial dispensings","2038","Prednisone","Lakes",2021,"14431","6615",100
"Initial dispensings","2038","Prednisone","Whanganui",2021,"13368","6285",100
"Initial dispensings","2038","Prednisone","Nelson Marlborough",2021,"23626","9837",100
"Initial dispensings","2038","Prednisone","Taranaki",2021,"17778","8345",100
"Initial dispensings","2038","Prednisone","MidCentral",2021,"26532","12730",100
"Initial dispensings","2038","Prednisone","Southern",2021,"40526","18311",100
"Initial dispensings","2038","Prednisone","Capital & Coast",2021,"30770","15748",100
"Initial dispensings","2038","Prednisone","Hawke's Bay",2021,"28621","12568",100
"Initial dispensings","2038","Prednisone","Wairarapa",2021,"7273","3468",100
"Initial dispensings","2038","Prednisone","Tairawhiti",2021,"8596","3855",100
"Initial dispensings","2038","Prednisone","South Canterbury",2021,"7549","3834",100
"Initial dispensings","2038","Prednisone","West Coast",2021,"5221","2221",100
"Initial dispensings","2038","Prednisone","New Zealand",2021,"605992","289659",100
"Initial dispensings","2038","Prednisone","Hawke's Bay",2022,"31546","14763",100
"Initial dispensings","2038","Prednisone","MidCentral",2022,"28563","14240",100
"Initial dispensings","2038","Prednisone","Bay of Plenty",2022,"41392","20604",100
"Initial dispensings","2038","Prednisone","Capital & Coast",2022,"34230","18026",100
"Initial dispensings","2038","Prednisone","Wairarapa",2022,"7418","3642",100
"Initial dispensings","2038","Prednisone","Counties Manukau",2022,"71264","38185",100
"Initial dispensings","2038","Prednisone","Waitemata",2022,"73630","40468",100
"Initial dispensings","2038","Prednisone","Auckland",2022,"51511","28251",100
"Initial dispensings","2038","Prednisone","Canterbury",2022,"78514","36186",100
"Initial dispensings","2038","Prednisone","Northland",2022,"30912","14654",100
"Initial dispensings","2038","Prednisone","Hutt Valley",2022,"19633","10229",100
"Initial dispensings","2038","Prednisone","Waikato",2022,"67070","34747",100
"Initial dispensings","2038","Prednisone","Taranaki",2022,"18560","9133",100
"Initial dispensings","2038","Prednisone","Nelson Marlborough",2022,"23665","10177",100
"Initial dispensings","2038","Prednisone","West Coast",2022,"5262","2324",100
"Initial dispensings","2038","Prednisone","Tairawhiti",2022,"8699","4080",100
"Initial dispensings","2038","Prednisone","Southern",2022,"44929","21753",100
"Initial dispensings","2038","Prednisone","Lakes",2022,"16120","7659",100
"Initial dispensings","2038","Prednisone","Whanganui",2022,"14578","7144",100
"Initial dispensings","2038","Prednisone","South Canterbury",2022,"7800","4087",100
"Initial dispensings","2038","Prednisone","New Zealand",2022,"675296","340352",100
"Initial dispensings","2038","Prednisone","Waitemata",2023,"80346","44890",100
"Initial dispensings","2038","Prednisone","South Canterbury",2023,"8230","4202",100
"Initial dispensings","2038","Prednisone","MidCentral",2023,"28887","14128",100
"Initial dispensings","2038","Prednisone","Waikato",2023,"66513","34910",100
"Initial dispensings","2038","Prednisone","Counties Manukau",2023,"75942","41150",100
"Initial dispensings","2038","Prednisone","Southern",2023,"44566","21839",100
"Initial dispensings","2038","Prednisone","Bay of Plenty",2023,"39949","20157",100
"Initial dispensings","2038","Prednisone","Taranaki",2023,"19147","9496",100
"Initial dispensings","2038","Prednisone","Whanganui",2023,"14355","6772",100
"Initial dispensings","2038","Prednisone","Nelson Marlborough",2023,"23347","10011",100
"Initial dispensings","2038","Prednisone","Auckland",2023,"55022","30340",100
"Initial dispensings","2038","Prednisone","Capital & Coast",2023,"33702","17698",100
"Initial dispensings","2038","Prednisone","Hawke's Bay",2023,"30776","14290",100
"Initial dispensings","2038","Prednisone","Wairarapa",2023,"7739","3716",100
"Initial dispensings","2038","Prednisone","Tairawhiti",2023,"9552","4461",100
"Initial dispensings","2038","Prednisone","Lakes",2023,"15315","7295",100
"Initial dispensings","2038","Prednisone","Canterbury",2023,"78719","36206",100
"Initial dispensings","2038","Prednisone","Northland",2023,"31186","14945",100
"Initial dispensings","2038","Prednisone","West Coast",2023,"6027","2623",100
"Initial dispensings","2038","Prednisone","Hutt Valley",2023,"19480","10367",100
"Initial dispensings","2038","Prednisone","New Zealand",2023,"688800","349496",100
"Initial dispensings","2038","Prednisone","Capital & Coast",2024,"34898","18161",100
"Initial dispensings","2038","Prednisone","Taranaki",2024,"19676","9807",100
"Initial dispensings","2038","Prednisone","Auckland",2024,"54827","30152",100
"Initial dispensings","2038","Prednisone","Southern",2024,"46721","23170",100
"Initial dispensings","2038","Prednisone","Hawke's Bay",2024,"31867","14874",100
"Initial dispensings","2038","Prednisone","Waitemata",2024,"81369","45384",100
"Initial dispensings","2038","Prednisone","Counties Manukau",2024,"75650","41859",100
"Initial dispensings","2038","Prednisone","MidCentral",2024,"30915","15240",100
"Initial dispensings","2038","Prednisone","Northland",2024,"31890","15180",100
"Initial dispensings","2038","Prednisone","Canterbury",2024,"80669","36937",100
"Initial dispensings","2038","Prednisone","Waikato",2024,"67478","35243",100
"Initial dispensings","2038","Prednisone","Nelson Marlborough",2024,"24535","10353",100
"Initial dispensings","2038","Prednisone","Hutt Valley",2024,"19604","10506",100
"Initial dispensings","2038","Prednisone","Bay of Plenty",2024,"41083","20211",100
"Initial dispensings","2038","Prednisone","Lakes",2024,"16262","7756",100
"Initial dispensings","2038","Prednisone","South Canterbury",2024,"9001","4569",100
"Initial dispensings","2038","Prednisone","Tairawhiti",2024,"9528","4500",100
"Initial dispensings","2038","Prednisone","Whanganui",2024,"14367","7080",100
"Initial dispensings","2038","Prednisone","West Coast",2024,"5989","2665",100
"Initial dispensings","2038","Prednisone","Wairarapa",2024,"7909","3795",100
"Initial dispensings","2038","Prednisone","New Zealand",2024,"704238","357442",100
"Dispensings","2038","Prednisone","Capital & Coast",2020,"36187","15281",100
"Dispensings","2038","Prednisone","Southern",2020,"52556","17089",100
"Dispensings","2038","Prednisone","Counties Manukau",2020,"73541","31796",100
"Dispensings","2038","Prednisone","MidCentral",2020,"33207","12393",100
"Dispensings","2038","Prednisone","Waikato",2020,"70075","28210",100
"Dispensings","2038","Prednisone","Hawke's Bay",2020,"39233","12383",100
"Dispensings","2038","Prednisone","Canterbury",2020,"94232","29185",100
"Dispensings","2038","Prednisone","Waitemata",2020,"73648","31680",100
"Dispensings","2038","Prednisone","Northland",2020,"32345","12250",100
"Dispensings","2038","Prednisone","Bay of Plenty",2020,"45975","16878",100
"Dispensings","2038","Prednisone","Tairawhiti",2020,"10097","3665",100
"Dispensings","2038","Prednisone","Taranaki",2020,"20541","7490",100
"Dispensings","2038","Prednisone","Auckland",2020,"51560","22508",100
"Dispensings","2038","Prednisone","Nelson Marlborough",2020,"30961","9425",100
"Dispensings","2038","Prednisone","Wairarapa",2020,"9702","3421",100
"Dispensings","2038","Prednisone","West Coast",2020,"6454","2055",100
"Dispensings","2038","Prednisone","Lakes",2020,"18171","6723",100
"Dispensings","2038","Prednisone","Hutt Valley",2020,"21162","8476",100
"Dispensings","2038","Prednisone","South Canterbury",2020,"9558","3672",100
"Dispensings","2038","Prednisone","Whanganui",2020,"16081","5949",100
"Dispensings","2038","Prednisone","New Zealand",2020,"745286","280529",100
"Dispensings","2038","Prednisone","Counties Manukau",2021,"73437","32238",100
"Dispensings","2038","Prednisone","Auckland",2021,"51686","22985",100
"Dispensings","2038","Prednisone","Waikato",2021,"67891","29128",100
"Dispensings","2038","Prednisone","Canterbury",2021,"93039","30512",100
"Dispensings","2038","Prednisone","Waitemata",2021,"72304","32213",100
"Dispensings","2038","Prednisone","Hutt Valley",2021,"20543","8668",100
"Dispensings","2038","Prednisone","Northland",2021,"32181","12879",100
"Dispensings","2038","Prednisone","Bay of Plenty",2021,"45129","17487",100
"Dispensings","2038","Prednisone","Lakes",2021,"16573","6628",100
"Dispensings","2038","Prednisone","Whanganui",2021,"15840","6294",100
"Dispensings","2038","Prednisone","Nelson Marlborough",2021,"29588","9857",100
"Dispensings","2038","Prednisone","Taranaki",2021,"20751","8350",100
"Dispensings","2038","Prednisone","MidCentral",2021,"32109","12754",100
"Dispensings","2038","Prednisone","Southern",2021,"51337","18347",100
"Dispensings","2038","Prednisone","Capital & Coast",2021,"35292","15771",100
"Dispensings","2038","Prednisone","Hawke's Bay",2021,"38304","12591",100
"Dispensings","2038","Prednisone","Wairarapa",2021,"9566","3476",100
"Dispensings","2038","Prednisone","Tairawhiti",2021,"10450","3863",100
"Dispensings","2038","Prednisone","South Canterbury",2021,"9250","3842",100
"Dispensings","2038","Prednisone","West Coast",2021,"6109","2223",100
"Dispensings","2038","Prednisone","New Zealand",2021,"731379","290106",100
"Dispensings","2038","Prednisone","Hawke's Bay",2022,"40906","14784",100
"Dispensings","2038","Prednisone","MidCentral",2022,"34013","14265",100
"Dispensings","2038","Prednisone","Bay of Plenty",2022,"49562","20644",100
"Dispensings","2038","Prednisone","Capital & Coast",2022,"38798","18043",100
"Dispensings","2038","Prednisone","Wairarapa",2022,"9644","3654",100
"Dispensings","2038","Prednisone","Counties Manukau",2022,"81776","38225",100
"Dispensings","2038","Prednisone","Waitemata",2022,"83298","40506",100
"Dispensings","2038","Prednisone","Auckland",2022,"57899","28272",100
"Dispensings","2038","Prednisone","Canterbury",2022,"100391","36260",100
"Dispensings","2038","Prednisone","Northland",2022,"34465","14667",100
"Dispensings","2038","Prednisone","Hutt Valley",2022,"22835","10243",100
"Dispensings","2038","Prednisone","Waikato",2022,"76557","34788",100
"Dispensings","2038","Prednisone","Taranaki",2022,"21462","9144",100
"Dispensings","2038","Prednisone","Nelson Marlborough",2022,"29552","10197",100
"Dispensings","2038","Prednisone","West Coast",2022,"6068","2331",100
"Dispensings","2038","Prednisone","Tairawhiti",2022,"10195","4087",100
"Dispensings","2038","Prednisone","Southern",2022,"55399","21777",100
"Dispensings","2038","Prednisone","Lakes",2022,"18386","7665",100
"Dispensings","2038","Prednisone","Whanganui",2022,"17022","7159",100
"Dispensings","2038","Prednisone","South Canterbury",2022,"9567","4091",100
"Dispensings","2038","Prednisone","New Zealand",2022,"797795","340802",100
"Dispensings","2038","Prednisone","Waitemata",2023,"89618","44933",100
"Dispensings","2038","Prednisone","South Canterbury",2023,"10340","4205",100
"Dispensings","2038","Prednisone","MidCentral",2023,"34491","14153",100
"Dispensings","2038","Prednisone","Waikato",2023,"75837","34949",100
"Dispensings","2038","Prednisone","Counties Manukau",2023,"85730","41174",100
"Dispensings","2038","Prednisone","Southern",2023,"54815","21868",100
"Dispensings","2038","Prednisone","Bay of Plenty",2023,"47259","20188",100
"Dispensings","2038","Prednisone","Taranaki",2023,"22127","9508",100
"Dispensings","2038","Prednisone","Whanganui",2023,"16760","6785",100
"Dispensings","2038","Prednisone","Nelson Marlborough",2023,"28634","10032",100
"Dispensings","2038","Prednisone","Auckland",2023,"60906","30366",100
"Dispensings","2038","Prednisone","Capital & Coast",2023,"38124","17723",100
"Dispensings","2038","Prednisone","Hawke's Bay",2023,"40767","14309",100
"Dispensings","2038","Prednisone","Wairarapa",2023,"9933","3727",100
"Dispensings","2038","Prednisone","Tairawhiti",2023,"11083","4464",100
"Dispensings","2038","Prednisone","Lakes",2023,"17802","7305",100
"Dispensings","2038","Prednisone","Canterbury",2023,"101896","36250",100
"Dispensings","2038","Prednisone","Northland",2023,"34812","14968",100
"Dispensings","2038","Prednisone","West Coast",2023,"7119","2625",100
"Dispensings","2038","Prednisone","Hutt Valley",2023,"22768","10385",100
"Dispensings","2038","Prednisone","New Zealand",2023,"810821","349917",100
"Dispensings","2038","Prednisone","Capital & Coast",2024,"39449","18173",100
"Dispensings","2038","Prednisone","Taranaki",2024,"22750","9815",100
"Dispensings","2038","Prednisone","Auckland",2024,"61083","30175",100
"Dispensings","2038","Prednisone","Southern",2024,"56559","23200",100
"Dispensings","2038","Prednisone","Hawke's Bay",2024,"41727","14891",100
"Dispensings","2038","Prednisone","Waitemata",2024,"90862","45424",100
"Dispensings","2038","Prednisone","Counties Manukau",2024,"85401","41895",100
"Dispensings","2038","Prednisone","MidCentral",2024,"36495","15254",100
"Dispensings","2038","Prednisone","Northland",2024,"35632","15198",100
"Dispensings","2038","Prednisone","Canterbury",2024,"103731","37013",100
"Dispensings","2038","Prednisone","Waikato",2024,"76804","35276",100
"Dispensings","2038","Prednisone","Nelson Marlborough",2024,"29610","10371",100
"Dispensings","2038","Prednisone","Hutt Valley",2024,"22918","10521",100
"Dispensings","2038","Prednisone","Bay of Plenty",2024,"48683","20238",100
"Dispensings","2038","Prednisone","Lakes",2024,"19057","7771",100
"Dispensings","2038","Prednisone","South Canterbury",2024,"10678","4578",100
"Dispensings","2038","Prednisone","Tairawhiti",2024,"10948","4505",100
"Dispensings","2038","Prednisone","Whanganui",2024,"16944","7091",100
"Dispensings","2038","Prednisone","West Coast",2024,"7094","2666",100
"Dispensings","2038","Prednisone","Wairarapa",2024,"10351","3808",100
"Dispensings","2038","Prednisone","New Zealand",2024,"826776","357863",100
"Initial dispensings","4097","Pregabalin","Waitemata",2020,"13220","4746",100
"Initial dispensings","4097","Pregabalin","Hawke's Bay",2020,"5125","1662",100
"Initial dispensings","4097","Pregabalin","Waikato",2020,"16386","5809",100
"Initial dispensings","4097","Pregabalin","Wairarapa",2020,"1683","670",100
"Initial dispensings","4097","Pregabalin","Taranaki",2020,"3800","1286",100
"Initial dispensings","4097","Pregabalin","Southern",2020,"10369","3612",100
"Initial dispensings","4097","Pregabalin","Tairawhiti",2020,"1595","543",100
"Initial dispensings","4097","Pregabalin","Canterbury",2020,"10937","3691",100
"Initial dispensings","4097","Pregabalin","Counties Manukau",2020,"12351","4830",100
"Initial dispensings","4097","Pregabalin","Auckland",2020,"8143","3093",100
"Initial dispensings","4097","Pregabalin","Lakes",2020,"3578","1320",100
"Initial dispensings","4097","Pregabalin","Capital & Coast",2020,"7363","2586",100
"Initial dispensings","4097","Pregabalin","Whanganui",2020,"3135","1032",100
"Initial dispensings","4097","Pregabalin","South Canterbury",2020,"2213","809",100
"Initial dispensings","4097","Pregabalin","Bay of Plenty",2020,"8374","3054",100
"Initial dispensings","4097","Pregabalin","Northland",2020,"4658","1649",100
"Initial dispensings","4097","Pregabalin","Nelson Marlborough",2020,"3372","1196",100
"Initial dispensings","4097","Pregabalin","MidCentral",2020,"6236","2105",100
"Initial dispensings","4097","Pregabalin","Hutt Valley",2020,"3374","1241",100
"Initial dispensings","4097","Pregabalin","West Coast",2020,"1168","417",100
"Initial dispensings","4097","Pregabalin","New Zealand",2020,"127080","45351",100
"Initial dispensings","4097","Pregabalin","Capital & Coast",2021,"10244","3540",100
"Initial dispensings","4097","Pregabalin","MidCentral",2021,"8607","2784",100
"Initial dispensings","4097","Pregabalin","Waitemata",2021,"18710","6423",100
"Initial dispensings","4097","Pregabalin","Hawke's Bay",2021,"6748","2155",100
"Initial dispensings","4097","Pregabalin","Waikato",2021,"20889","7055",100
"Initial dispensings","4097","Pregabalin","Northland",2021,"6238","2021",100
"Initial dispensings","4097","Pregabalin","Canterbury",2021,"14444","4791",100
"Initial dispensings","4097","Pregabalin","West Coast",2021,"1256","429",100
"Initial dispensings","4097","Pregabalin","Whanganui",2021,"4136","1371",100
"Initial dispensings","4097","Pregabalin","Southern",2021,"13419","4384",100
"Initial dispensings","4097","Pregabalin","Taranaki",2021,"4552","1451",100
"Initial dispensings","4097","Pregabalin","Auckland",2021,"11602","4215",100
"Initial dispensings","4097","Pregabalin","Wairarapa",2021,"2483","894",100
"Initial dispensings","4097","Pregabalin","Counties Manukau",2021,"17329","6465",100
"Initial dispensings","4097","Pregabalin","Lakes",2021,"4968","1772",100
"Initial dispensings","4097","Pregabalin","South Canterbury",2021,"2749","950",100
"Initial dispensings","4097","Pregabalin","Nelson Marlborough",2021,"4117","1368",100
"Initial dispensings","4097","Pregabalin","Bay of Plenty",2021,"10722","3728",100
"Initial dispensings","4097","Pregabalin","Hutt Valley",2021,"5673","1944",100
"Initial dispensings","4097","Pregabalin","Tairawhiti",2021,"2030","658",100
"Initial dispensings","4097","Pregabalin","New Zealand",2021,"170916","58398",100
"Initial dispensings","4097","Pregabalin","Waitemata",2022,"22340","7466",100
"Initial dispensings","4097","Pregabalin","Auckland",2022,"14199","4921",100
"Initial dispensings","4097","Pregabalin","Canterbury",2022,"17258","5527",100
"Initial dispensings","4097","Pregabalin","Waikato",2022,"23811","7762",100
"Initial dispensings","4097","Pregabalin","Counties Manukau",2022,"20267","7335",100
"Initial dispensings","4097","Pregabalin","Hutt Valley",2022,"7016","2125",100
"Initial dispensings","4097","Pregabalin","Taranaki",2022,"4945","1559",100
"Initial dispensings","4097","Pregabalin","Capital & Coast",2022,"11646","3974",100
"Initial dispensings","4097","Pregabalin","Lakes",2022,"5543","1925",100
"Initial dispensings","4097","Pregabalin","Bay of Plenty",2022,"12200","4081",100
"Initial dispensings","4097","Pregabalin","Southern",2022,"15475","4887",100
"Initial dispensings","4097","Pregabalin","MidCentral",2022,"10023","3122",100
"Initial dispensings","4097","Pregabalin","Hawke's Bay",2022,"7725","2359",100
"Initial dispensings","4097","Pregabalin","Nelson Marlborough",2022,"4937","1618",100
"Initial dispensings","4097","Pregabalin","Whanganui",2022,"4907","1530",100
"Initial dispensings","4097","Pregabalin","West Coast",2022,"1385","501",100
"Initial dispensings","4097","Pregabalin","Tairawhiti",2022,"2121","691",100
"Initial dispensings","4097","Pregabalin","Northland",2022,"7615","2502",100
"Initial dispensings","4097","Pregabalin","Wairarapa",2022,"2856","980",100
"Initial dispensings","4097","Pregabalin","South Canterbury",2022,"3340","1121",100
"Initial dispensings","4097","Pregabalin","New Zealand",2022,"199609","65986",100
"Initial dispensings","4097","Pregabalin","Waitemata",2023,"27204","9064",100
"Initial dispensings","4097","Pregabalin","Nelson Marlborough",2023,"5987","1906",100
"Initial dispensings","4097","Pregabalin","Wairarapa",2023,"3389","1123",100
"Initial dispensings","4097","Pregabalin","Waikato",2023,"28071","9027",100
"Initial dispensings","4097","Pregabalin","Canterbury",2023,"21187","6568",100
"Initial dispensings","4097","Pregabalin","Southern",2023,"18372","5668",100
"Initial dispensings","4097","Pregabalin","Counties Manukau",2023,"24461","8664",100
"Initial dispensings","4097","Pregabalin","Auckland",2023,"16847","5833",100
"Initial dispensings","4097","Pregabalin","Northland",2023,"8803","2833",100
"Initial dispensings","4097","Pregabalin","West Coast",2023,"1777","564",100
"Initial dispensings","4097","Pregabalin","Hutt Valley",2023,"8129","2484",100
"Initial dispensings","4097","Pregabalin","MidCentral",2023,"11893","3587",100
"Initial dispensings","4097","Pregabalin","Whanganui",2023,"5744","1850",100
"Initial dispensings","4097","Pregabalin","Bay of Plenty",2023,"14390","4663",100
"Initial dispensings","4097","Pregabalin","South Canterbury",2023,"3713","1209",100
"Initial dispensings","4097","Pregabalin","Capital & Coast",2023,"13629","4589",100
"Initial dispensings","4097","Pregabalin","Hawke's Bay",2023,"8212","2528",100
"Initial dispensings","4097","Pregabalin","Taranaki",2023,"6201","1922",100
"Initial dispensings","4097","Pregabalin","Lakes",2023,"6660","2319",100
"Initial dispensings","4097","Pregabalin","Tairawhiti",2023,"2150","668",100
"Initial dispensings","4097","Pregabalin","New Zealand",2023,"236819","77069",100
"Initial dispensings","4097","Pregabalin","MidCentral",2024,"14490","4163",100
"Initial dispensings","4097","Pregabalin","Auckland",2024,"20957","7159",100
"Initial dispensings","4097","Pregabalin","Wairarapa",2024,"4165","1362",100
"Initial dispensings","4097","Pregabalin","Waitemata",2024,"34132","11120",100
"Initial dispensings","4097","Pregabalin","Canterbury",2024,"26707","8084",100
"Initial dispensings","4097","Pregabalin","Taranaki",2024,"7448","2257",100
"Initial dispensings","4097","Pregabalin","Capital & Coast",2024,"16444","5522",100
"Initial dispensings","4097","Pregabalin","Waikato",2024,"34230","10874",100
"Initial dispensings","4097","Pregabalin","Bay of Plenty",2024,"16891","5435",100
"Initial dispensings","4097","Pregabalin","Counties Manukau",2024,"29682","10468",100
"Initial dispensings","4097","Pregabalin","Lakes",2024,"7828","2643",100
"Initial dispensings","4097","Pregabalin","Hawke's Bay",2024,"10565","3322",100
"Initial dispensings","4097","Pregabalin","Southern",2024,"21848","6436",100
"Initial dispensings","4097","Pregabalin","Northland",2024,"11028","3623",100
"Initial dispensings","4097","Pregabalin","Nelson Marlborough",2024,"7535","2312",100
"Initial dispensings","4097","Pregabalin","Whanganui",2024,"6776","2063",100
"Initial dispensings","4097","Pregabalin","Tairawhiti",2024,"2594","782",100
"Initial dispensings","4097","Pregabalin","South Canterbury",2024,"3996","1233",100
"Initial dispensings","4097","Pregabalin","Hutt Valley",2024,"9587","2789",100
"Initial dispensings","4097","Pregabalin","West Coast",2024,"2171","666",100
"Initial dispensings","4097","Pregabalin","New Zealand",2024,"289074","92313",100
"Dispensings","4097","Pregabalin","Waitemata",2020,"25048","4808",100
"Dispensings","4097","Pregabalin","Hawke's Bay",2020,"13022","1686",100
"Dispensings","4097","Pregabalin","Waikato",2020,"31846","5878",100
"Dispensings","4097","Pregabalin","Wairarapa",2020,"4559","678",100
"Dispensings","4097","Pregabalin","Taranaki",2020,"7295","1297",100
"Dispensings","4097","Pregabalin","Southern",2020,"23358","3655",100
"Dispensings","4097","Pregabalin","Tairawhiti",2020,"3287","547",100
"Dispensings","4097","Pregabalin","Canterbury",2020,"26809","3739",100
"Dispensings","4097","Pregabalin","Counties Manukau",2020,"23055","4887",100
"Dispensings","4097","Pregabalin","Auckland",2020,"14539","3135",100
"Dispensings","4097","Pregabalin","Lakes",2020,"6733","1344",100
"Dispensings","4097","Pregabalin","Capital & Coast",2020,"13437","2626",100
"Dispensings","4097","Pregabalin","Whanganui",2020,"7033","1043",100
"Dispensings","4097","Pregabalin","South Canterbury",2020,"5034","823",100
"Dispensings","4097","Pregabalin","Bay of Plenty",2020,"17542","3097",100
"Dispensings","4097","Pregabalin","Northland",2020,"7863","1673",100
"Dispensings","4097","Pregabalin","Nelson Marlborough",2020,"7025","1220",100
"Dispensings","4097","Pregabalin","MidCentral",2020,"13557","2134",100
"Dispensings","4097","Pregabalin","Hutt Valley",2020,"7297","1263",100
"Dispensings","4097","Pregabalin","West Coast",2020,"2435","427",100
"Dispensings","4097","Pregabalin","New Zealand",2020,"260774","45960",100
"Dispensings","4097","Pregabalin","Capital & Coast",2021,"17785","3587",100
"Dispensings","4097","Pregabalin","MidCentral",2021,"18150","2819",100
"Dispensings","4097","Pregabalin","Waitemata",2021,"33763","6507",100
"Dispensings","4097","Pregabalin","Hawke's Bay",2021,"18118","2183",100
"Dispensings","4097","Pregabalin","Waikato",2021,"40092","7148",100
"Dispensings","4097","Pregabalin","Northland",2021,"10490","2043",100
"Dispensings","4097","Pregabalin","Canterbury",2021,"34469","4873",100
"Dispensings","4097","Pregabalin","West Coast",2021,"2474","433",100
"Dispensings","4097","Pregabalin","Whanganui",2021,"8616","1382",100
"Dispensings","4097","Pregabalin","Southern",2021,"29072","4431",100
"Dispensings","4097","Pregabalin","Taranaki",2021,"8712","1465",100
"Dispensings","4097","Pregabalin","Auckland",2021,"19718","4285",100
"Dispensings","4097","Pregabalin","Wairarapa",2021,"6812","922",100
"Dispensings","4097","Pregabalin","Counties Manukau",2021,"31620","6542",100
"Dispensings","4097","Pregabalin","Lakes",2021,"8560","1798",100
"Dispensings","4097","Pregabalin","South Canterbury",2021,"6355","962",100
"Dispensings","4097","Pregabalin","Nelson Marlborough",2021,"9221","1396",100
"Dispensings","4097","Pregabalin","Bay of Plenty",2021,"20725","3791",100
"Dispensings","4097","Pregabalin","Hutt Valley",2021,"11892","1976",100
"Dispensings","4097","Pregabalin","Tairawhiti",2021,"3989","668",100
"Dispensings","4097","Pregabalin","New Zealand",2021,"340633","59211",100
"Dispensings","4097","Pregabalin","Waitemata",2022,"43846","7567",100
"Dispensings","4097","Pregabalin","Auckland",2022,"27159","5001",100
"Dispensings","4097","Pregabalin","Canterbury",2022,"43522","5630",100
"Dispensings","4097","Pregabalin","Waikato",2022,"50161","7859",100
"Dispensings","4097","Pregabalin","Counties Manukau",2022,"40034","7438",100
"Dispensings","4097","Pregabalin","Hutt Valley",2022,"15776","2171",100
"Dispensings","4097","Pregabalin","Taranaki",2022,"10464","1573",100
"Dispensings","4097","Pregabalin","Capital & Coast",2022,"23017","4017",100
"Dispensings","4097","Pregabalin","Lakes",2022,"10837","1956",100
"Dispensings","4097","Pregabalin","Bay of Plenty",2022,"25289","4154",100
"Dispensings","4097","Pregabalin","Southern",2022,"37510","4954",100
"Dispensings","4097","Pregabalin","MidCentral",2022,"24104","3177",100
"Dispensings","4097","Pregabalin","Hawke's Bay",2022,"22473","2381",100
"Dispensings","4097","Pregabalin","Nelson Marlborough",2022,"11241","1640",100
"Dispensings","4097","Pregabalin","Whanganui",2022,"10992","1542",100
"Dispensings","4097","Pregabalin","West Coast",2022,"2909","506",100
"Dispensings","4097","Pregabalin","Tairawhiti",2022,"4950","701",100
"Dispensings","4097","Pregabalin","Northland",2022,"14511","2534",100
